year,ticker,weight,alpha,beta
2017,AAPL,7.268952011296184e-05,0.0001,1.3188
2017,UNH,0.0012653622287625,0.0005,0.8967
2017,WMT,0.0004820091479335,0.0008,0.7351
2017,JNJ,0.0008315775197389,0.0002,0.6905
2017,MRK,0.0005871619488736,-0.0005,0.7992
2017,PEP,8.104058148516309e-05,0.0001,0.5506
2017,MCD,0.000179841870959,0.001,0.4933
2017,DHR,0.0001209727693142,-0.0001,0.8418
2017,CMCSA,0.0002150104251885,-0.0003,1.2992
2017,VZ,0.0002081884313914,-0.0005,1.0663
2017,IBM,3.669762180460218e-05,-0.0005,0.7224
2017,SYK,0.0007730612798421,0.0,0.9533
2017,UPS,0.0001153269813442,-0.0005,1.1048
2017,T,0.0009297907062992,-0.0007,1.123
2017,NEE,0.0010360020924837,0.0007,0.303
2017,DE,0.0003351010401324,0.0011,1.1269
2017,TD,9.633125723708065e-05,0.0007,0.5565
2017,LMT,0.0004830677331778,0.0004,0.6292
2017,CB,6.88668511749826e-05,0.0,0.6616
2017,MMC,0.000109975244831,0.0004,0.6074
2017,SNPS,0.000112798138816,0.0006,0.7176
2017,KLAC,0.0005323507573321,-0.0003,1.3315
2017,WM,0.0015243627518834,0.0002,0.6987
2017,GD,9.762508364685828e-05,-0.0001,0.8919
2017,DUK,0.0005372320115144,0.0002,0.2105
2017,SO,0.000800819737361,-0.0002,0.1452
2017,MO,0.0007620049450676,-0.0004,0.9111
2017,BDX,0.0001699617420116,0.0006,0.3988
2017,NOC,0.0009795442127843,0.0006,0.5056
2017,BMO,8.468681954908042e-06,0.0004,0.5743
2017,CTAS,0.0003014027431868,0.0003,1.125
2017,ORLY,0.000107975694925,-0.0008,1.2156
2017,APH,0.0003028730004706,0.0002,0.8795
2017,AON,8.403990634419307e-05,0.0004,0.4764
2017,RSG,0.0010040092939874,0.0001,0.7502
2017,MSI,0.000510708570114,-0.0005,1.0613
2017,AJG,0.0001210315796055,0.0004,0.6502
2017,AZO,4.798919774447977e-05,-0.0007,1.045
2017,CPRT,0.0001520246031488,0.0011,1.0132
2017,ROST,7.057234962423369e-06,0.0007,0.878
2017,CCI,2.023074022561401e-05,0.001,0.2427
2017,HUM,0.0006766124020223,-0.0,0.743
2017,STZ,3.575665714294594e-05,0.0013,0.3966
2017,O,0.0007386572594003,-0.0002,0.5253
2017,SRE,0.0002291248951133,0.0,0.4494
2017,ALL,0.000183664539897,0.001,0.678
2017,AEP,0.0003590368287132,0.0004,0.2483
2017,WCN,0.0015758805671091,0.0006,0.7496
2017,LHX,6.733778359979082e-05,0.0005,0.7951
2017,SYY,0.0008052305092125,-0.0001,0.7935
2017,HSY,0.0003193398820496,-0.0001,0.6561
2017,TRP,0.0004112015571438,0.0002,0.6135
2017,NEM,0.0103997766817926,0.0006,0.0475
2017,D,0.0008986212518819,0.0,0.3608
2017,JCI,0.0004841263184222,-0.0009,1.2112
2017,EA,0.0007971146890057,-0.0002,1.1751
2017,GIS,7.821768750019361e-06,-0.0006,0.8757
2017,BCE,0.0002471208442675,0.0004,0.3741
2017,PCG,0.0009188519921075,-0.0017,0.4838
2017,EXC,0.0001540829633462,0.0002,0.3432
2017,XEL,0.0013366991121743,0.0003,0.31
2017,ACGL,0.0009510800317692,-0.0002,0.4666
2017,ED,0.0022164422605318,0.0003,0.3097
2017,WST,0.0007882343350113,-0.0001,0.8553
2017,PWR,0.000109975244831,-0.0001,1.2536
2017,PEG,0.0005234115930464,0.0005,0.3271
2017,RMD,0.0008443393529626,0.0004,1.0563
2017,MTD,3.087540296060304e-05,0.0006,0.9276
2017,GOLD,0.0149328455797482,-0.0,-0.0171
2017,TU,0.0002355352168708,0.0007,0.3354
2017,EIX,0.0016424538169213,-0.001,0.5557
2017,CHD,0.0001994845082711,-0.0001,0.8075
2017,WEC,0.0010479993919198,0.0003,0.2517
