ticker,factor,year,coefficient,t-value
MSFT,mkt-rf,2002,1.014,10.7555
MSFT,smb,2002,-0.1878,-1.0885
MSFT,hml,2002,-0.6027,-2.7769
MSFT,rmw,2002,-0.8038,-3.2033
MSFT,cma,2002,-0.7251,-3.4909
MSFT,mom,2002,-0.0003,-0.0015
MSFT,alpha,2002,0.0018,1.8368
MSFT,total_return,2002,-0.2201,1.0
AAPL,mkt-rf,2002,0.7301,4.9511
AAPL,smb,2002,-0.1034,-0.3834
AAPL,hml,2002,-0.3695,-1.0883
AAPL,rmw,2002,-0.7334,-1.8689
AAPL,cma,2002,-0.7235,-2.2268
AAPL,mom,2002,-0.2657,-0.8298
AAPL,alpha,2002,0.001,0.6815
AAPL,total_return,2002,-0.3455,1.0
AMZN,mkt-rf,2002,0.9896,4.0502
AMZN,smb,2002,-0.8737,-1.9544
AMZN,hml,2002,0.563,1.0009
AMZN,rmw,2002,-2.8266,-4.3471
AMZN,cma,2002,-1.1871,-2.2054
AMZN,mom,2002,1.1639,2.1942
AMZN,alpha,2002,0.0065,2.5809
AMZN,total_return,2002,0.7459,1.0
NVDA,mkt-rf,2002,0.9749,3.4285
NVDA,smb,2002,-0.1933,-0.3715
NVDA,hml,2002,-0.9345,-1.4275
NVDA,rmw,2002,-2.5428,-3.3601
NVDA,cma,2002,0.9146,1.4599
NVDA,mom,2002,-0.8226,-1.3324
NVDA,alpha,2002,-0.0012,-0.4034
NVDA,total_return,2002,-0.828,1.0
BRK-B,mkt-rf,2002,0.364,4.3067
BRK-B,smb,2002,-0.0145,-0.0938
BRK-B,hml,2002,0.3451,1.7739
BRK-B,rmw,2002,-0.1146,-0.5093
BRK-B,cma,2002,-0.1142,-0.6135
BRK-B,mom,2002,0.0972,0.5297
BRK-B,alpha,2002,0.0002,0.183
BRK-B,total_return,2002,-0.041,1.0
LLY,mkt-rf,2002,0.5676,5.3192
LLY,smb,2002,-0.1631,-0.8354
LLY,hml,2002,-0.6252,-2.545
LLY,rmw,2002,0.8828,3.1085
LLY,cma,2002,0.2456,1.0446
LLY,mom,2002,-0.7204,-3.1092
LLY,alpha,2002,-0.0001,-0.1185
LLY,total_return,2002,-0.1759,1.0
TSM,mkt-rf,2002,1.1538,6.6497
TSM,smb,2002,-0.1356,-0.427
TSM,hml,2002,-1.0397,-2.6028
TSM,rmw,2002,-1.9758,-4.2786
TSM,cma,2002,0.669,1.75
TSM,mom,2002,-0.2328,-0.618
TSM,alpha,2002,0.0009,0.4877
TSM,total_return,2002,-0.5485,1.0
NVO,mkt-rf,2002,0.4193,2.427
NVO,smb,2002,-0.4106,-1.2991
NVO,hml,2002,0.2072,0.521
NVO,rmw,2002,0.0024,0.0053
NVO,cma,2002,0.5272,1.3853
NVO,mom,2002,-0.272,-0.7253
NVO,alpha,2002,-0.0006,-0.3162
NVO,total_return,2002,-0.2651,1.0
JPM,mkt-rf,2002,1.6576,12.2909
JPM,smb,2002,-0.0288,-0.1165
JPM,hml,2002,1.1418,3.6776
JPM,rmw,2002,0.3825,1.0658
JPM,cma,2002,-0.0918,-0.3088
JPM,mom,2002,-0.6895,-2.3548
JPM,alpha,2002,0.0005,0.3735
JPM,total_return,2002,-0.3084,1.0
UNH,mkt-rf,2002,0.6296,5.6366
UNH,smb,2002,-0.367,-1.7959
UNH,hml,2002,-0.5831,-2.2675
UNH,rmw,2002,-0.3939,-1.3249
UNH,cma,2002,0.5193,2.11
UNH,mom,2002,0.8502,3.5057
UNH,alpha,2002,0.0008,0.7254
UNH,total_return,2002,0.1812,1.0
WMT,mkt-rf,2002,1.0007,11.4506
WMT,smb,2002,-0.2974,-1.8601
WMT,hml,2002,-0.3599,-1.7889
WMT,rmw,2002,0.2361,1.0153
WMT,cma,2002,-0.0444,-0.2304
WMT,mom,2002,0.4106,2.1641
WMT,alpha,2002,0.0001,0.1337
WMT,total_return,2002,-0.1174,1.0
XOM,mkt-rf,2002,0.9844,13.4782
XOM,smb,2002,-0.3929,-2.9403
XOM,hml,2002,-0.2704,-1.6079
XOM,rmw,2002,0.8606,4.4274
XOM,cma,2002,0.471,2.9271
XOM,mom,2002,-0.1371,-0.8643
XOM,alpha,2002,-0.0002,-0.2836
XOM,total_return,2002,-0.0895,1.0
JNJ,mkt-rf,2002,0.8119,8.6475
JNJ,smb,2002,-0.4004,-2.3306
JNJ,hml,2002,-0.5721,-2.6467
JNJ,rmw,2002,0.3876,1.5514
JNJ,cma,2002,0.3316,1.6029
JNJ,mom,2002,0.3019,1.4812
JNJ,alpha,2002,-0.0001,-0.0826
JNJ,total_return,2002,-0.0797,1.0
PG,mkt-rf,2002,0.7171,10.0749
PG,smb,2002,-0.0584,-0.4488
PG,hml,2002,-0.5286,-3.2256
PG,rmw,2002,0.2948,1.5561
PG,cma,2002,0.107,0.6822
PG,mom,2002,0.7011,4.537
PG,alpha,2002,0.0003,0.3567
PG,total_return,2002,0.1157,1.0
ASML,mkt-rf,2002,1.8759,8.7275
ASML,smb,2002,0.5835,1.4836
ASML,hml,2002,-0.7453,-1.5062
ASML,rmw,2002,-1.116,-1.951
ASML,cma,2002,1.5231,3.2164
ASML,mom,2002,-1.192,-2.5544
ASML,alpha,2002,0.0018,0.799
ASML,total_return,2002,-0.5097,1.0
HD,mkt-rf,2002,1.3471,9.4709
HD,smb,2002,0.0159,0.061
HD,hml,2002,0.2441,0.7455
HD,rmw,2002,-0.1039,-0.2744
HD,cma,2002,0.2561,0.8171
HD,mom,2002,0.4603,1.4907
HD,alpha,2002,-0.0021,-1.3979
HD,total_return,2002,-0.5261,1.0
MRK,mkt-rf,2002,0.8253,9.0438
MRK,smb,2002,0.0802,0.4805
MRK,hml,2002,-0.4653,-2.2148
MRK,rmw,2002,0.8049,3.3141
MRK,cma,2002,0.2345,1.1664
MRK,mom,2002,-0.4335,-2.1878
MRK,alpha,2002,0.0005,0.4917
MRK,total_return,2002,-0.0118,1.0
ORCL,mkt-rf,2002,0.8822,4.7319
ORCL,smb,2002,-0.0068,-0.02
ORCL,hml,2002,-1.4995,-3.4939
ORCL,rmw,2002,-0.5669,-1.1425
ORCL,cma,2002,-0.0355,-0.0864
ORCL,mom,2002,-0.8236,-2.0349
ORCL,alpha,2002,0.0026,1.3331
ORCL,total_return,2002,-0.2178,1.0
COST,mkt-rf,2002,1.2886,11.8869
COST,smb,2002,-0.0703,-0.3547
COST,hml,2002,-0.5607,-2.2467
COST,rmw,2002,-0.5774,-2.0014
COST,cma,2002,0.425,1.7795
COST,mom,2002,0.987,4.1936
COST,alpha,2002,-0.0009,-0.839
COST,total_return,2002,-0.368,1.0
CVX,mkt-rf,2002,0.84,11.2623
CVX,smb,2002,-0.145,-1.0624
CVX,hml,2002,0.2376,1.3836
CVX,rmw,2002,0.638,3.2145
CVX,cma,2002,0.333,2.0263
CVX,mom,2002,-0.1629,-1.0063
CVX,alpha,2002,-0.001,-1.2626
CVX,total_return,2002,-0.231,1.0
ADBE,mkt-rf,2002,1.0194,5.008
ADBE,smb,2002,-0.4343,-1.1659
ADBE,hml,2002,-0.9543,-2.0364
ADBE,rmw,2002,-1.8153,-3.3509
ADBE,cma,2002,-0.0715,-0.1594
ADBE,mom,2002,0.1728,0.3911
ADBE,alpha,2002,0.003,1.4358
ADBE,total_return,2002,-0.2005,1.0
TM,mkt-rf,2002,0.5496,4.909
TM,smb,2002,0.0744,0.3631
TM,hml,2002,0.745,2.8908
TM,rmw,2002,-0.0959,-0.3217
TM,cma,2002,-0.3766,-1.5268
TM,mom,2002,-0.0684,-0.2813
TM,alpha,2002,0.0009,0.8029
TM,total_return,2002,0.0483,1.0
AMD,mkt-rf,2002,1.6586,5.8184
AMD,smb,2002,1.3576,2.6029
AMD,hml,2002,0.066,0.1005
AMD,rmw,2002,-1.2417,-1.6368
AMD,cma,2002,-0.7103,-1.131
