ticker,factor,year,coefficient,t-value
MSFT,mkt-rf,2018,1.1718,24.5724
MSFT,smb,2018,-0.3867,-4.2922
MSFT,hml,2018,-0.229,-2.0884
MSFT,rmw,2018,0.0268,0.2034
MSFT,cma,2018,-0.43,-2.7211
MSFT,mom,2018,0.5957,6.3057
MSFT,alpha,2018,0.0006,1.4018
MSFT,total_return,2018,0.2086,1.0
AAPL,mkt-rf,2018,1.0381,13.4679
AAPL,smb,2018,-0.2085,-1.4321
AAPL,hml,2018,-0.3121,-1.7607
AAPL,rmw,2018,0.1301,0.6119
AAPL,cma,2018,-0.8088,-3.1666
AAPL,mom,2018,0.1079,0.7068
AAPL,alpha,2018,-0.0001,-0.1354
AAPL,total_return,2018,-0.0535,1.0
GOOGL,mkt-rf,2018,1.0784,18.1513
GOOGL,smb,2018,-0.3346,-2.9811
GOOGL,hml,2018,-0.2808,-2.0556
GOOGL,rmw,2018,-0.4228,-2.5798
GOOGL,cma,2018,-0.9399,-4.7739
GOOGL,mom,2018,0.1296,1.1011
GOOGL,alpha,2018,0.0,0.0564
GOOGL,total_return,2018,-0.008,1.0
AMZN,mkt-rf,2018,1.2018,15.2651
AMZN,smb,2018,-0.1838,-1.2359
AMZN,hml,2018,-0.6209,-3.4296
AMZN,rmw,2018,-0.1238,-0.5701
AMZN,cma,2018,-1.4186,-5.4374
AMZN,mom,2018,0.3342,2.1426
AMZN,alpha,2018,0.001,1.3607
AMZN,total_return,2018,0.2837,1.0
NVDA,mkt-rf,2018,1.5508,10.4945
NVDA,smb,2018,0.11,0.3942
NVDA,hml,2018,-0.4364,-1.2842
NVDA,rmw,2018,0.0603,0.148
NVDA,cma,2018,-1.4932,-3.0493
NVDA,mom,2018,0.2863,0.978
NVDA,alpha,2018,-0.001,-0.6954
NVDA,total_return,2018,-0.3086,1.0
META,mkt-rf,2018,0.9405,7.4279
META,smb,2018,-0.229,-0.9575
META,hml,2018,-0.565,-1.9405
META,rmw,2018,-0.7858,-2.2497
META,cma,2018,-1.3945,-3.3236
META,mom,2018,-0.2763,-1.1016
META,alpha,2018,-0.0009,-0.7723
META,total_return,2018,-0.2574,1.0
BRK-B,mkt-rf,2018,1.158,27.128
BRK-B,smb,2018,-0.3655,-4.5322
BRK-B,hml,2018,1.041,10.6055
BRK-B,rmw,2018,-0.1809,-1.5364
BRK-B,cma,2018,-0.2121,-1.4997
BRK-B,mom,2018,0.0957,1.1311
BRK-B,alpha,2018,0.0007,1.8084
BRK-B,total_return,2018,0.0306,1.0
LLY,mkt-rf,2018,0.8524,11.1993
LLY,smb,2018,-0.4563,-3.1731
LLY,hml,2018,0.1674,0.9566
LLY,rmw,2018,0.1303,0.6206
LLY,cma,2018,0.6202,2.4591
LLY,mom,2018,-0.0087,-0.0578
LLY,alpha,2018,0.0015,2.156
LLY,total_return,2018,0.4049,1.0
TSLA,mkt-rf,2018,1.1611,5.055
TSLA,smb,2018,-0.4711,-1.0857
TSLA,hml,2018,-0.8091,-1.532
TSLA,rmw,2018,-0.961,-1.5166
TSLA,cma,2018,0.0969,0.1274
TSLA,mom,2018,-0.0586,-0.1287
TSLA,alpha,2018,0.0006,0.286
TSLA,total_return,2018,0.0685,1.0
AVGO,mkt-rf,2018,1.0967,8.4671
AVGO,smb,2018,-0.1874,-0.7658
AVGO,hml,2018,-0.4212,-1.4142
AVGO,rmw,2018,-0.091,-0.2546
AVGO,cma,2018,-0.0452,-0.1052
AVGO,mom,2018,-0.5103,-1.9883
AVGO,alpha,2018,0.0006,0.4896
AVGO,total_return,2018,0.036,1.0
