ticker,factor,year,coefficient,t-value
MSFT,mkt-rf,2003,1.0895,10.9497
MSFT,smb,2003,-0.3807,-2.0354
MSFT,hml,2003,-0.4511,-1.7585
MSFT,rmw,2003,-0.5633,-2.2944
MSFT,cma,2003,-0.1493,-0.4064
MSFT,mom,2003,-0.0231,-0.1608
MSFT,alpha,2003,-0.0008,-1.0193
MSFT,total_return,2003,0.068,1.0
AAPL,mkt-rf,2003,1.1417,7.2791
AAPL,smb,2003,-0.0146,-0.0496
AAPL,hml,2003,-0.8353,-2.0656
AAPL,rmw,2003,-0.5924,-1.5306
AAPL,cma,2003,0.1458,0.2518
AAPL,mom,2003,0.5896,2.6018
AAPL,alpha,2003,0.0006,0.4497
AAPL,total_return,2003,0.4906,1.0
AMZN,mkt-rf,2003,0.9849,5.1787
AMZN,smb,2003,0.249,0.6964
AMZN,hml,2003,-0.9446,-1.9264
AMZN,rmw,2003,-2.0701,-4.4113
AMZN,cma,2003,-1.5472,-2.2029
AMZN,mom,2003,0.9164,3.335
AMZN,alpha,2003,0.0032,2.1326
AMZN,total_return,2003,1.7838,1.0
NVDA,mkt-rf,2003,1.1915,4.0412
NVDA,smb,2003,-0.174,-0.314
NVDA,hml,2003,-2.4871,-3.2717
NVDA,rmw,2003,-1.4008,-1.9254
NVDA,cma,2003,2.7781,2.5514
NVDA,mom,2003,-0.2168,-0.5089
NVDA,alpha,2003,0.0005,0.2337
NVDA,total_return,2003,1.0148,1.0
BRK-B,mkt-rf,2003,0.1505,1.7613
BRK-B,smb,2003,-0.2453,-1.5265
BRK-B,hml,2003,0.1705,0.7739
BRK-B,rmw,2003,-0.8426,-3.9957
BRK-B,cma,2003,-0.8752,-2.7732
BRK-B,mom,2003,0.1515,1.2266
BRK-B,alpha,2003,0.0006,0.8245
BRK-B,total_return,2003,0.162,1.0
LLY,mkt-rf,2003,1.1491,9.8856
LLY,smb,2003,0.1962,0.8978
LLY,hml,2003,-0.0996,-0.3322
LLY,rmw,2003,0.5056,1.7626
LLY,cma,2003,-1.3036,-3.0369
LLY,mom,2003,-0.1171,-0.6971
LLY,alpha,2003,0.0,0.0135
LLY,total_return,2003,0.1307,1.0
TSM,mkt-rf,2003,0.7997,4.2536
TSM,smb,2003,-0.0948,-0.2682
TSM,hml,2003,-0.8328,-1.718
TSM,rmw,2003,-3.1276,-6.7416
TSM,cma,2003,-0.2039,-0.2937
TSM,mom,2003,-0.0075,-0.0276
TSM,alpha,2003,-0.0003,-0.1842
TSM,total_return,2003,0.5691,1.0
NVO,mkt-rf,2003,0.4871,3.0894
NVO,smb,2003,0.1302,0.4394
NVO,hml,2003,0.1244,0.306
NVO,rmw,2003,0.38,0.9768
NVO,cma,2003,-0.5764,-0.9899
NVO,mom,2003,-0.0743,-0.3262
NVO,alpha,2003,0.0015,1.1687
NVO,total_return,2003,0.4627,1.0
JPM,mkt-rf,2003,1.4924,18.4302
JPM,smb,2003,-0.0997,-0.6552
JPM,hml,2003,0.5405,2.5891
JPM,rmw,2003,-0.0709,-0.3547
JPM,cma,2003,-0.1019,-0.3408
JPM,mom,2003,-0.3194,-2.7296
JPM,alpha,2003,0.0002,0.3135
JPM,total_return,2003,0.6044,1.0
UNH,mkt-rf,2003,0.8158,7.0062
UNH,smb,2003,-0.2284,-1.0435
UNH,hml,2003,-0.2685,-0.8944
UNH,rmw,2003,0.0816,0.2841
UNH,cma,2003,-0.9141,-2.1258
UNH,mom,2003,0.4835,2.8739
UNH,alpha,2003,0.0014,1.5216
UNH,total_return,2003,0.3938,1.0
WMT,mkt-rf,2003,1.0585,13.4315
WMT,smb,2003,-0.2549,-1.7203
WMT,hml,2003,-0.5318,-2.6171
WMT,rmw,2003,0.2198,1.1303
WMT,cma,2003,-0.2284,-0.7847
WMT,mom,2003,0.1752,1.5387
WMT,alpha,2003,-0.0003,-0.5356
WMT,total_return,2003,0.0579,1.0
XOM,mkt-rf,2003,0.8886,13.9737
XOM,smb,2003,-0.1772,-1.4822
XOM,hml,2003,0.0943,0.5749
XOM,rmw,2003,0.9382,5.9793
XOM,cma,2003,0.5961,2.5385
XOM,mom,2003,0.0658,0.7165
XOM,alpha,2003,0.0002,0.4494
XOM,total_return,2003,0.2062,1.0
JNJ,mkt-rf,2003,0.8703,10.1371
JNJ,smb,2003,-0.4177,-2.5876
JNJ,hml,2003,-0.1421,-0.642
JNJ,rmw,2003,0.5417,2.5569
JNJ,cma,2003,-0.3449,-1.088
JNJ,mom,2003,0.1017,0.8199
JNJ,alpha,2003,-0.0002,-0.2532
JNJ,total_return,2003,-0.0205,1.0
PG,mkt-rf,2003,0.5939,11.4556
PG,smb,2003,-0.3187,-3.27
PG,hml,2003,-0.2608,-1.9513
PG,rmw,2003,0.5483,4.2856
PG,cma,2003,0.395,2.0629
PG,mom,2003,0.1414,1.8879
PG,alpha,2003,0.0005,1.1966
PG,total_return,2003,0.1856,1.0
ASML,mkt-rf,2003,1.4838,7.3934
ASML,smb,2003,-0.1021,-0.2705
ASML,hml,2003,-1.9146,-3.7002
ASML,rmw,2003,-1.9547,-3.9472
ASML,cma,2003,1.5301,2.0646
ASML,mom,2003,0.1362,0.4697
ASML,alpha,2003,0.001,0.6016
ASML,total_return,2003,1.3994,1.0
HD,mkt-rf,2003,1.3408,9.9688
HD,smb,2003,0.1397,0.5525
HD,hml,2003,-0.1594,-0.4596
HD,rmw,2003,0.3212,0.9678
HD,cma,2003,-0.8315,-1.6741
HD,mom,2003,0.1347,0.6933
HD,alpha,2003,0.0008,0.7713
HD,total_return,2003,0.49,1.0
MRK,mkt-rf,2003,1.0459,10.59
MRK,smb,2003,-0.0413,-0.2224
MRK,hml,2003,-0.2379,-0.9341
MRK,rmw,2003,0.5614,2.3037
MRK,cma,2003,-0.3831,-1.0504
MRK,mom,2003,-0.1841,-1.2902
MRK,alpha,2003,-0.0011,-1.4033
MRK,total_return,2003,-0.1119,1.0
ORCL,mkt-rf,2003,0.9058,6.4449
ORCL,smb,2003,-0.49,-1.8546
ORCL,hml,2003,-1.5295,-4.2209
ORCL,rmw,2003,-0.9796,-2.8248
ORCL,cma,2003,1.1372,2.1912
ORCL,mom,2003,-0.0992,-0.4887
ORCL,alpha,2003,-0.0006,-0.5404
ORCL,total_return,2003,0.2251,1.0
COST,mkt-rf,2003,1.1425,8.7232
COST,smb,2003,-0.193,-0.7838
COST,hml,2003,-0.2349,-0.6955
COST,rmw,2003,-0.1247,-0.3858
COST,cma,2003,-0.0964,-0.1993
COST,mom,2003,0.1543,0.8153
COST,alpha,2003,0.0002,0.2166
COST,total_return,2003,0.3245,1.0
CVX,mkt-rf,2003,0.7518,11.057
CVX,smb,2003,0.2542,1.9888
CVX,hml,2003,0.1853,1.0569
CVX,rmw,2003,0.614,3.6597
CVX,cma,2003,0.1269,0.5053
CVX,mom,2003,-0.1633,-1.6622
CVX,alpha,2003,0.0004,0.7715
CVX,total_return,2003,0.3535,1.0
ADBE,mkt-rf,2003,1.0166,6.4795
ADBE,smb,2003,0.183,0.6204
ADBE,hml,2003,-1.0201,-2.5219
ADBE,rmw,2003,-1.5633,-4.038
ADBE,cma,2003,0.0178,0.0308
ADBE,mom,2003,0.0148,0.0651
ADBE,alpha,2003,0.0,0.0243
ADBE,total_return,2003,0.5789,1.0
TM,mkt-rf,2003,0.7898,6.2636
TM,smb,2003,0.4448,1.8765
TM,hml,2003,0.4868,1.4974
TM,rmw,2003,0.1851,0.5951
TM,cma,2003,0.7202,1.5467
TM,mom,2003,0.1031,0.5661
TM,alpha,2003,-0.0002,-0.1877
TM,total_return,2003,0.312,1.0
AMD,mkt-rf,2003,0.8651,4.0423
AMD,smb,2003,-0.1124,-0.2793
AMD,hml,2003,-1.108,-2.0081
AMD,rmw,2003,-2.0453,-3.8729
AMD,cma,2003,2.1261,2.6901
AMD,mom,2003,0.198,0.6403
AMD,alpha,2003,0.0011,0.6245
AMD,total_return,2003,1.3072,1.0
BAC,mkt-rf,2003,0.8526,11.2408
BAC,smb,2003,-0.4089,-2.868
BAC,hml,2003,0.1059,0.5413
BAC,rmw,2003,0.2109,1.1269
BAC,cma,2003,-0.2032,-0.7256
BAC,mom,2003,0.1029,0.9389
BAC,alpha,2003,0.0004,0.5979
BAC,total_return,2003,0.2015,1.0
KO,mkt-rf,2003,0.7962,9.1488
KO,smb,2003,-0.1595,-0.9752
KO,hml,2003,-0.0353,-0.1573
KO,rmw,2003,0.6858,3.1937
KO,cma,2003,-0.4058,-1.2626
KO,mom,2003,-0.0867,-0.6896
KO,alpha,2003,0.0005,0.6878
KO,total_return,2003,0.181,1.0
NFLX,mkt-rf,2003,1.1707,3.5337
NFLX,smb,2003,1.5417,2.4754
NFLX,hml,2003,-1.4459,-1.6928
NFLX,rmw,2003,-1.0774,-1.318
NFLX,cma,2003,-0.3727,-0.3046
NFLX,mom,2003,0.2144,0.4478
NFLX,alpha,2003,0.0047,1.8144
NFLX,total_return,2003,3.9685,1.0
PEP,mkt-rf,2003,0.8794,10.3197
PEP,smb,2003,-0.0698,-0.4359
PEP,hml,2003,0.2762,1.2569
PEP,rmw,2003,0.6242,2.9685
