Date,NumericDeliveryMonth,Symbol,Open,High,Low,Close,UnAdjustedClose,ClosingBid,ClosingAsk,Volume,OI,TotalVolume,TotalOI,Sector,Industry,Category,MarketCap,SharesOut,PE_Ratio,EPS,DPS,DivYield,Dividend,Split,MarketCap
19980119,54,MCD,14.12000000,14.29000000,13.99000000,14.18000000,47.56250000,47.56250000,14.18000000,0,0,0,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980120,54,MCD,14.08000000,14.31000000,14.07000000,14.31000000,48.00000000,14.31000000,14.31000000,64777,0,64777,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980121,54,MCD,14.05000000,14.20000000,13.95000000,14.12000000,47.37500000,14.12000000,14.12000000,63107,0,63107,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980122,54,MCD,14.05000000,14.27000000,13.99000000,14.27000000,47.87500000,14.27000000,14.27000000,55488,0,55488,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980123,54,MCD,14.21000000,14.25000000,13.86000000,14.03000000,47.06250000,14.03000000,14.03000000,82106,0,82106,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980126,54,MCD,13.88000000,14.07000000,13.79000000,14.01000000,47.00000000,14.01000000,14.01000000,45956,0,45956,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980127,54,MCD,13.95000000,14.23000000,13.92000000,14.10000000,47.31250000,14.10000000,14.10000000,69441,0,69441,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980128,54,MCD,14.10000000,14.27000000,13.93000000,14.20000000,47.62500000,14.20000000,14.20000000,58406,0,58406,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980129,54,MCD,14.16000000,14.51000000,14.12000000,14.29000000,47.93750000,14.29000000,14.29000000,63214,0,63214,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980130,54,MCD,14.27000000,14.29000000,14.03000000,14.05000000,47.12500000,14.05000000,14.05000000,55155,0,55155,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980202,54,MCD,14.27000000,14.29000000,14.18000000,14.20000000,47.62500000,14.20000000,14.20000000,44846,0,44846,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980203,54,MCD,14.16000000,14.47000000,14.14000000,14.47000000,48.56250000,14.47000000,14.47000000,59148,0,59148,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980204,54,MCD,14.46000000,14.51000000,14.31000000,14.47000000,48.56250000,14.47000000,14.47000000,65891,0,65891,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980205,54,MCD,14.46000000,14.68000000,14.29000000,14.46000000,48.50000000,14.46000000,14.46000000,76620,0,76620,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980206,54,MCD,14.38000000,14.70000000,14.36000000,14.55000000,48.81250000,14.55000000,14.55000000,58242,0,58242,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980209,54,MCD,14.47000000,14.70000000,14.47000000,14.62000000,49.06250000,14.62000000,14.62000000,55508,0,55508,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980210,54,MCD,14.79000000,15.00000000,14.72000000,14.90000000,50.00000000,14.90000000,14.90000000,112451,0,112451,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980211,54,MCD,14.92000000,15.02000000,14.79000000,14.96000000,50.18750000,14.96000000,14.96000000,70712,0,70712,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980212,54,MCD,14.98000000,15.33000000,14.96000000,15.26000000,51.18750000,15.26000000,15.26000000,155113,0,155113,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980213,54,MCD,15.31000000,15.98000000,15.31000000,15.80000000,53.00000000,15.80000000,15.80000000,186277,0,186277,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980216,54,MCD,15.31000000,15.98000000,15.31000000,15.80000000,53.00000000,53.00000000,15.80000000,0,0,0,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980217,54,MCD,15.72000000,15.80000000,15.22000000,15.56000000,52.18750000,15.56000000,15.56000000,105926,0,105926,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980218,54,MCD,15.44000000,15.76000000,15.44000000,15.65000000,52.50000000,15.65000000,15.65000000,84390,0,84390,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980219,54,MCD,15.57000000,15.80000000,15.48000000,15.50000000,52.00000000,15.50000000,15.50000000,84481,0,84481,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980220,54,MCD,15.72000000,15.80000000,15.65000000,15.78000000,52.93750000,15.78000000,15.78000000,78529,0,78529,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980223,54,MCD,15.80000000,15.87000000,15.67000000,15.76000000,52.87500000,15.76000000,15.76000000,48023,0,48023,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980224,54,MCD,15.67000000,15.69000000,15.41000000,15.46000000,51.87500000,15.46000000,15.46000000,49553,0,49553,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980225,54,MCD,15.43000000,15.64000000,15.37000000,15.64000000,52.37500000,15.64000000,15.64000000,56519,0,56519,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
19980226,54,MCD,15.65000000,16.12000000,15.52000000,16.08000000,53.87500000,16.08000000,16.08000000,84140,0,84140,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
