Date,NumericDeliveryMonth,Symbol,Open,High,Low,Close,UnAdjustedClose,ClosingBid,ClosingAsk,Volume,OI,TotalVolume,TotalOI,Sector,Industry,Category,MarketCap,SharesOut,PE_Ratio,EPS,DPS,DivYield,Dividend,Split,MarketCap
20041227,54,MCD,20.78000000,20.85000000,20.60000000,20.62000000,32.15000000,20.62000000,20.62000000,37705,0,37705,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20041228,54,MCD,20.70000000,20.85000000,20.66000000,20.81000000,32.46000000,20.81000000,20.81000000,51210,0,51210,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20041229,54,MCD,20.82000000,20.90000000,20.66000000,20.86000000,32.53000000,20.86000000,20.86000000,48770,0,48770,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20041230,54,MCD,20.84000000,20.96000000,20.74000000,20.76000000,32.38000000,20.76000000,20.76000000,44103,0,44103,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20041231,54,MCD,20.78000000,20.81000000,20.55000000,20.56000000,32.06000000,20.56000000,20.56000000,45746,0,45746,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050103,54,MCD,20.26000000,20.67000000,20.22000000,20.40000000,31.82000000,20.40000000,20.40000000,76515,0,76515,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050104,54,MCD,20.35000000,20.72000000,20.35000000,20.57000000,32.08000000,20.57000000,20.57000000,84762,0,84762,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050105,54,MCD,20.57000000,20.69000000,20.41000000,20.41000000,31.83000000,20.41000000,20.41000000,62507,0,62507,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050106,54,MCD,20.42000000,20.65000000,20.39000000,20.57000000,32.08000000,20.57000000,20.57000000,57250,0,57250,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050107,54,MCD,20.54000000,20.63000000,20.35000000,20.44000000,31.87000000,20.44000000,20.44000000,60856,0,60856,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050110,54,MCD,20.31000000,20.43000000,20.21000000,20.31000000,31.67000000,20.31000000,20.31000000,53883,0,53883,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050111,54,MCD,20.15000000,20.31000000,19.91000000,19.94000000,31.10000000,19.94000000,19.94000000,78683,0,78683,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050112,54,MCD,20.02000000,20.10000000,19.85000000,20.10000000,31.34000000,20.10000000,20.10000000,65411,0,65411,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050113,54,MCD,20.03000000,20.08000000,19.78000000,19.81000000,30.89000000,19.81000000,19.81000000,58199,0,58199,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050114,54,MCD,19.78000000,20.11000000,19.76000000,20.08000000,31.31000000,20.08000000,20.08000000,61129,0,61129,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050117,54,MCD,19.78000000,20.11000000,19.76000000,20.08000000,31.31000000,31.31000000,20.08000000,0,0,0,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050118,54,MCD,20.01000000,20.32000000,19.93000000,20.26000000,31.60000000,20.26000000,20.26000000,56812,0,56812,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050119,54,MCD,20.33000000,20.52000000,20.24000000,20.28000000,31.62000000,20.28000000,20.28000000,69310,0,69310,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050120,54,MCD,20.24000000,20.37000000,19.96000000,20.17000000,31.45000000,20.17000000,20.17000000,63128,0,63128,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050121,54,MCD,20.17000000,20.26000000,19.96000000,20.04000000,31.25000000,20.04000000,20.04000000,63715,0,63715,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050124,54,MCD,20.25000000,20.45000000,20.15000000,20.35000000,31.74000000,20.35000000,20.35000000,84244,0,84244,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050125,54,MCD,20.51000000,20.58000000,20.45000000,20.48000000,31.94000000,20.48000000,20.48000000,77309,0,77309,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050126,54,MCD,20.47000000,20.68000000,20.44000000,20.51000000,31.99000000,20.51000000,20.51000000,72908,0,72908,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050127,54,MCD,20.52000000,20.77000000,20.48000000,20.60000000,32.12000000,20.60000000,20.60000000,94133,0,94133,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050128,54,MCD,20.42000000,20.67000000,20.01000000,20.52000000,32.00000000,20.52000000,20.52000000,122231,0,122231,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050131,54,MCD,20.58000000,20.84000000,20.58000000,20.77000000,32.39000000,20.77000000,20.77000000,90687,0,90687,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050201,54,MCD,20.55000000,20.64000000,20.46000000,20.51000000,31.98000000,20.51000000,20.51000000,92778,0,92778,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050202,54,MCD,20.44000000,20.53000000,20.24000000,20.37000000,31.77000000,20.37000000,20.37000000,102581,0,102581,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050203,54,MCD,20.26000000,20.58000000,20.13000000,20.56000000,32.06000000,20.56000000,20.56000000,57612,0,57612,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050204,54,MCD,20.40000000,20.90000000,20.39000000,20.88000000,32.57000000,20.88000000,20.88000000,80118,0,80118,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050207,54,MCD,20.76000000,21.06000000,20.76000000,21.02000000,32.78000000,21.02000000,21.02000000,86025,0,86025,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050208,54,MCD,20.98000000,21.06000000,20.76000000,20.79000000,32.42000000,20.79000000,20.79000000,80773,0,80773,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050209,54,MCD,20.78000000,20.83000000,20.49000000,20.50000000,31.97000000,20.50000000,20.50000000,70419,0,70419,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050210,54,MCD,20.58000000,20.65000000,20.43000000,20.58000000,32.10000000,20.58000000,20.58000000,55904,0,55904,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050211,54,MCD,20.45000000,20.83000000,20.38000000,20.68000000,32.25000000,20.68000000,20.68000000,83298,0,83298,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050214,54,MCD,20.68000000,20.97000000,20.65000000,20.91000000,32.61000000,20.91000000,20.91000000,54471,0,54471,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050215,54,MCD,20.90000000,21.28000000,20.90000000,21.26000000,33.16000000,21.26000000,21.26000000,93339,0,93339,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050216,54,MCD,21.10000000,21.15000000,20.79000000,20.90000000,32.60000000,20.90000000,20.90000000,74020,0,74020,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050217,54,MCD,20.83000000,20.84000000,20.65000000,20.70000000,32.29000000,20.70000000,20.70000000,54108,0,54108,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050218,54,MCD,20.62000000,20.84000000,20.56000000,20.73000000,32.33000000,20.73000000,20.73000000,59730,0,59730,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050221,54,MCD,20.62000000,20.84000000,20.56000000,20.73000000,32.33000000,32.33000000,20.73000000,0,0,0,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050222,54,MCD,20.72000000,20.81000000,20.49000000,20.49000000,31.95000000,20.49000000,20.49000000,57350,0,57350,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050223,54,MCD,20.55000000,20.83000000,20.53000000,20.80000000,32.44000000,20.80000000,20.80000000,67192,0,67192,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050224,54,MCD,20.80000000,20.97000000,20.68000000,20.94000000,32.65000000,20.94000000,20.94000000,43579,0,43579,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050225,54,MCD,20.81000000,21.15000000,20.72000000,21.15000000,32.98000000,21.15000000,21.15000000,51901,0,51901,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050228,54,MCD,21.15000000,21.32000000,21.06000000,21.21000000,33.08000000,21.21000000,21.21000000,73965,0,73965,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050301,54,MCD,21.17000000,21.43000000,21.17000000,21.37000000,33.33000000,21.37000000,21.37000000,52681,0,52681,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050302,54,MCD,21.19000000,21.69000000,21.19000000,21.34000000,33.28000000,21.34000000,21.34000000,65475,0,65475,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050303,54,MCD,21.34000000,21.54000000,21.16000000,21.42000000,33.41000000,21.42000000,21.42000000,51829,0,51829,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050304,54,MCD,21.54000000,21.95000000,21.48000000,21.78000000,33.96000000,21.78000000,21.78000000,75921,0,75921,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050307,54,MCD,21.99000000,22.16000000,21.91000000,21.94000000,34.21000000,21.94000000,21.94000000,62040,0,62040,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050308,54,MCD,21.80000000,21.80000000,21.11000000,21.47000000,33.48000000,21.47000000,21.47000000,128497,0,128497,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050309,54,MCD,20.94000000,21.15000000,20.73000000,20.86000000,32.53000000,20.86000000,20.86000000,146728,0,146728,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050310,54,MCD,20.93000000,21.03000000,20.85000000,21.00000000,32.75000000,21.00000000,21.00000000,86686,0,86686,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050311,54,MCD,21.00000000,21.11000000,20.85000000,20.90000000,32.59000000,20.90000000,20.90000000,54084,0,54084,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050314,54,MCD,20.87000000,21.16000000,20.87000000,21.13000000,32.96000000,21.13000000,21.13000000,69971,0,69971,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050315,54,MCD,21.17000000,21.21000000,20.70000000,20.79000000,32.43000000,20.79000000,20.79000000,61915,0,61915,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050316,54,MCD,20.71000000,20.83000000,20.55000000,20.72000000,32.32000000,20.72000000,20.72000000,52748,0,52748,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050317,54,MCD,20.71000000,20.72000000,20.31000000,20.39000000,31.80000000,20.39000000,20.39000000,82465,0,82465,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050318,54,MCD,20.41000000,20.49000000,20.07000000,20.45000000,31.90000000,20.45000000,20.45000000,139852,0,139852,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050321,54,MCD,20.36000000,20.44000000,20.21000000,20.31000000,31.68000000,20.31000000,20.31000000,47140,0,47140,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050322,54,MCD,20.31000000,20.46000000,20.15000000,20.17000000,31.45000000,20.17000000,20.17000000,72825,0,72825,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050323,54,MCD,20.23000000,20.38000000,20.12000000,20.17000000,31.45000000,20.17000000,20.17000000,82692,0,82692,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050324,54,MCD,20.24000000,20.38000000,20.17000000,20.25000000,31.58000000,20.25000000,20.25000000,51349,0,51349,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050325,54,MCD,20.24000000,20.38000000,20.17000000,20.25000000,31.58000000,31.58000000,20.25000000,0,0,0,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050328,54,MCD,20.14000000,20.37000000,20.13000000,20.22000000,31.53000000,20.22000000,20.22000000,52322,0,52322,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050329,54,MCD,20.10000000,20.15000000,19.85000000,19.89000000,31.02000000,19.89000000,19.89000000,84285,0,84285,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050330,54,MCD,19.86000000,20.31000000,19.86000000,20.29000000,31.65000000,20.29000000,20.29000000,68911,0,68911,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050331,54,MCD,20.26000000,20.26000000,19.94000000,19.97000000,31.14000000,19.97000000,19.97000000,84224,0,84224,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050401,54,MCD,20.01000000,20.21000000,19.80000000,19.88000000,31.00000000,19.88000000,19.88000000,68604,0,68604,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050404,54,MCD,19.92000000,19.97000000,19.65000000,19.87000000,30.99000000,19.87000000,19.87000000,91377,0,91377,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050405,54,MCD,19.79000000,20.06000000,19.76000000,20.01000000,31.21000000,20.01000000,20.01000000,56817,0,56817,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050406,54,MCD,19.96000000,20.33000000,19.88000000,20.19000000,31.49000000,20.19000000,20.19000000,68003,0,68003,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050407,54,MCD,20.13000000,20.26000000,19.97000000,20.18000000,31.47000000,20.18000000,20.18000000,61073,0,61073,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050408,54,MCD,20.19000000,20.38000000,19.95000000,19.97000000,31.14000000,19.97000000,19.97000000,53344,0,53344,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050411,54,MCD,19.86000000,19.90000000,19.57000000,19.75000000,30.80000000,19.75000000,19.75000000,76370,0,76370,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050412,54,MCD,19.62000000,19.91000000,19.44000000,19.81000000,30.90000000,19.81000000,19.81000000,86211,0,86211,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050413,54,MCD,20.15000000,20.46000000,20.01000000,20.02000000,31.22000000,20.02000000,20.02000000,145938,0,145938,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050414,54,MCD,20.09000000,20.10000000,19.71000000,19.72000000,30.76000000,19.72000000,19.72000000,71526,0,71526,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050415,54,MCD,19.63000000,19.68000000,19.33000000,19.43000000,30.30000000,19.43000000,19.43000000,101539,0,101539,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050418,54,MCD,19.33000000,19.38000000,18.83000000,19.30000000,30.10000000,19.30000000,19.30000000,132016,0,132016,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050419,54,MCD,19.30000000,19.40000000,19.16000000,19.35000000,30.18000000,19.35000000,19.35000000,79881,0,79881,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050420,54,MCD,19.29000000,19.42000000,19.04000000,19.20000000,29.94000000,19.20000000,19.20000000,82153,0,82153,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050421,54,MCD,19.41000000,19.56000000,18.92000000,19.14000000,29.85000000,19.14000000,19.14000000,101762,0,101762,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050422,54,MCD,19.56000000,19.65000000,19.08000000,19.28000000,30.06000000,19.28000000,19.28000000,129004,0,129004,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050425,54,MCD,19.21000000,19.54000000,19.04000000,19.42000000,30.28000000,19.42000000,19.42000000,80626,0,80626,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050426,54,MCD,19.33000000,19.41000000,19.19000000,19.24000000,30.00000000,19.24000000,19.24000000,72930,0,72930,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050427,54,MCD,19.15000000,19.49000000,19.10000000,19.34000000,30.16000000,19.34000000,19.34000000,74793,0,74793,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050428,54,MCD,19.14000000,19.33000000,18.99000000,18.99000000,29.61000000,18.99000000,18.99000000,82942,0,82942,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050429,54,MCD,18.99000000,19.10000000,18.67000000,18.79000000,29.31000000,18.79000000,18.79000000,117863,0,117863,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050502,54,MCD,18.67000000,18.98000000,18.67000000,18.96000000,29.57000000,18.96000000,18.96000000,78538,0,78538,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050503,54,MCD,19.06000000,19.24000000,18.98000000,19.11000000,29.80000000,19.11000000,19.11000000,106664,0,106664,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050504,54,MCD,19.10000000,19.40000000,19.06000000,19.32000000,30.13000000,19.32000000,19.32000000,75316,0,75316,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050505,54,MCD,19.36000000,19.42000000,19.08000000,19.20000000,29.94000000,19.20000000,19.20000000,73346,0,73346,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050506,54,MCD,19.21000000,19.27000000,18.83000000,18.84000000,29.38000000,18.84000000,18.84000000,97956,0,97956,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050509,54,MCD,19.04000000,19.33000000,18.98000000,19.31000000,30.12000000,19.31000000,19.31000000,94599,0,94599,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050510,54,MCD,19.20000000,19.44000000,19.11000000,19.30000000,30.10000000,19.30000000,19.30000000,70166,0,70166,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050511,54,MCD,19.24000000,19.33000000,19.04000000,19.14000000,29.85000000,19.14000000,19.14000000,90145,0,90145,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050512,54,MCD,19.23000000,19.29000000,19.09000000,19.10000000,29.78000000,19.10000000,19.10000000,75862,0,75862,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050513,54,MCD,19.01000000,19.13000000,18.92000000,19.01000000,29.65000000,19.01000000,19.01000000,69633,0,69633,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050516,54,MCD,19.04000000,19.24000000,18.98000000,19.16000000,29.88000000,19.16000000,19.16000000,60223,0,60223,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050517,54,MCD,19.17000000,19.28000000,19.01000000,19.22000000,29.97000000,19.22000000,19.22000000,53489,0,53489,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050518,54,MCD,19.33000000,19.66000000,19.29000000,19.61000000,30.58000000,19.61000000,19.61000000,81081,0,81081,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050519,54,MCD,19.76000000,19.90000000,19.65000000,19.86000000,30.97000000,19.86000000,19.86000000,78100,0,78100,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050520,54,MCD,19.81000000,19.97000000,19.70000000,19.84000000,30.94000000,19.84000000,19.84000000,62685,0,62685,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050523,54,MCD,19.78000000,20.20000000,19.78000000,20.08000000,31.32000000,20.08000000,20.08000000,69627,0,69627,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050524,54,MCD,20.00000000,20.06000000,19.66000000,19.79000000,30.87000000,19.79000000,19.79000000,80771,0,80771,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050525,54,MCD,19.79000000,19.88000000,19.73000000,19.81000000,30.89000000,19.81000000,19.81000000,58676,0,58676,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050526,54,MCD,19.88000000,20.19000000,19.85000000,20.19000000,31.48000000,20.19000000,20.19000000,78713,0,78713,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
20050527,54,MCD,20.13000000,20.13000000,19.99000000,20.04000000,31.26000000,20.04000000,20.04000000,45727,0,45727,0,"Consumer Cyclical","Consumer Cyclical/Restaurants","Common Stock",0,0,0.000,0.000,0.000,0.000,N/A,N/A,0
