mkt-rf,smb,hml,rmw,cma,mom,date,rf,coeff,z-score,weight_z-score,t-value,weight_t-value,equal,weight_equal,mkt-rf0
0.0227,0.0023,0.0328,-0.0057,0.0032,-0.0392,2008-07-29,7e-05,mkt-rf-alpha,0.04142,0.84708,0.04873,0.9317,0.04873,0.9317,0.0227
0.0158,-0.0128,-0.0009,0.0027,-0.0029,0.0124,2008-07-30,7e-05,mkt-rf-alpha,0.01931,0.85961,-0.01071,0.92301,-0.01071,0.92301,0.0158
-0.0116,0.0058,0.004,-0.0109,0.0036,-0.0089,2008-07-31,7e-05,mkt-rf-alpha,0.01506,0.86993,0.0005,0.92062,0.0005,0.92062,-0.0116
-0.0047,0.0077,0.0093,-0.0039,-0.0045,-0.0114,2008-08-01,6e-05,mkt-rf-alpha,0.00604,0.8755,0.00261,0.92267,0.00261,0.92267,-0.0047
-0.0109,-0.0021,0.0033,0.0,0.0083,-0.0132,2008-08-04,6e-05,mkt-rf-alpha,-0.01227,0.8666,-0.01853,0.90777,-0.01853,0.90777,-0.0109
0.0265,-0.0035,0.0168,-0.0017,0.002,-0.0329,2008-08-05,6e-05,mkt-rf-alpha,0.01958,0.88168,0.03791,0.94197,0.03791,0.94197,0.0265
0.005,0.0033,-0.0107,0.0021,-0.0082,0.0079,2008-08-06,6e-05,mkt-rf-alpha,-0.00709,0.87524,-0.00583,0.93562,-0.00583,0.93562,0.005
-0.0173,0.0032,-0.0175,0.01,0.0009,0.0212,2008-08-07,6e-05,mkt-rf-alpha,-0.02018,0.85996,-0.02775,0.91121,-0.02775,0.91121,-0.0173
0.0228,0.0083,0.0124,0.0029,0.0089,-0.0286,2008-08-08,6e-05,mkt-rf-alpha,0.03137,0.88483,0.03504,0.94291,0.03504,0.94291,0.0228
0.0083,0.0156,0.0115,-0.0027,0.0028,-0.0181,2008-08-11,6e-05,mkt-rf-alpha,0.00442,0.8884,0.01818,0.96087,0.01818,0.96087,0.0083
-0.0105,0.0056,-0.0205,0.0062,0.0006,0.0204,2008-08-12,6e-05,mkt-rf-alpha,-0.01683,0.87522,-0.01772,0.94331,-0.01772,0.94331,-0.0105
-0.0015,0.0041,-0.0191,0.0028,-0.0055,0.0298,2008-08-13,6e-05,mkt-rf-alpha,-0.00378,0.87314,-0.00592,0.93856,-0.00592,0.93856,-0.0015
0.0063,0.0028,0.0128,-0.0052,-0.0001,-0.0198,2008-08-14,6e-05,mkt-rf-alpha,0.01147,0.88259,0.01386,0.95139,0.01386,0.95139,0.0063
0.0038,-0.0029,0.0102,-0.0023,0.0047,-0.0182,2008-08-15,6e-05,mkt-rf-alpha,-0.00624,0.87757,-0.00594,0.94572,-0.00594,0.94572,0.0038
-0.0145,0.0008,-0.0096,0.0058,0.0014,0.0173,2008-08-18,6e-05,mkt-rf-alpha,-0.01251,0.86866,-0.01713,0.93032,-0.01713,0.93032,-0.0145
-0.01,-0.0075,-0.0116,0.0056,-0.0033,0.0276,2008-08-19,6e-05,mkt-rf-alpha,-0.01304,0.85937,-0.02085,0.91201,-0.02085,0.91201,-0.01
0.0054,-0.0052,0.0002,0.0036,-0.0061,0.0076,2008-08-20,6e-05,mkt-rf-alpha,0.00511,0.86222,-0.00186,0.91072,-0.00186,0.91072,0.0054
0.0012,-0.0096,-0.0041,0.0035,0.0,0.0073,2008-08-21,6e-05,mkt-rf-alpha,-0.00539,0.85752,-0.01041,0.90197,-0.01041,0.90197,0.0012
0.0114,0.0061,0.0102,-0.0018,0.0045,-0.0181,2008-08-22,6e-05,mkt-rf-alpha,0.02084,0.87353,0.02838,0.92737,0.02838,0.92737,0.0114
-0.0192,-0.0027,-0.0055,0.001,-0.0005,0.0095,2008-08-25,6e-05,mkt-rf-alpha,-0.01715,0.85931,-0.02835,0.90272,-0.02835,0.90272,-0.0192
0.0033,-0.0009,0.002,0.0022,-0.0021,0.0023,2008-08-26,6e-05,mkt-rf-alpha,0.00636,0.86375,0.00927,0.91043,0.00927,0.91043,0.0033
0.0088,0.0032,0.004,-0.0002,-0.001,-0.0042,2008-08-27,6e-05,mkt-rf-alpha,0.00963,0.87054,0.00775,0.91765,0.00775,0.91765,0.0088
0.0151,0.004,0.0179,-0.0088,0.002,-0.0202,2008-08-28,6e-05,mkt-rf-alpha,0.02551,0.88978,0.02787,0.9429,0.02787,0.9429,0.0151
-0.0125,0.0029,0.0062,-0.0021,0.0015,-0.0048,2008-08-29,6e-05,mkt-rf-alpha,-0.00188,0.887,-0.00841,0.93468,-0.00841,0.93468,-0.0125
-0.0044,0.0062,0.0192,-0.0006,0.0077,-0.0224,2008-09-02,7e-05,mkt-rf-alpha,-0.00436,0.88483,0.00509,0.93928,0.00509,0.93928,-0.0044
-0.0023,0.008,0.0154,-0.0012,0.0039,-0.0165,2008-09-03,7e-05,mkt-rf-alpha,-0.00058,0.88408,0.01276,0.95106,0.01276,0.95106,-0.0023
-0.029,0.0005,-0.0051,0.006,0.0029,0.0128,2008-09-04,7e-05,mkt-rf-alpha,-0.0214,0.86814,-0.02825,0.9253,-0.02825,0.9253,-0.029
0.0042,-0.0055,0.0158,-0.0062,0.0003,-0.0085,2008-09-05,7e-05,mkt-rf-alpha,0.01095,0.87666,0.00296,0.92716,0.00296,0.92716,0.0042
0.0176,-0.0006,0.0212,0.0003,0.0088,-0.0205,2008-09-08,7e-05,mkt-rf-alpha,0.04559,0.91135,0.03662,0.96071,0.03662,0.96071,0.0176
-0.0341,0.0046,-0.0085,0.007,0.0092,0.0112,2008-09-09,7e-05,mkt-rf-alpha,-0.02742,0.88908,-0.03459,0.92794,-0.03459,0.92794,-0.0341
0.007,0.0033,-0.0074,0.0067,-0.0034,0.0216,2008-09-10,7e-05,mkt-rf-alpha,0.00328,0.8921,0.00854,0.93585,0.00854,0.93585,0.007
0.0122,-0.0087,0.0012,0.0089,-0.0001,0.0074,2008-09-11,7e-05,mkt-rf-alpha,-0.00329,0.89078,0.00105,0.93852,0.00105,0.93852,0.0122
0.0029,-0.0019,-0.0013,0.0077,-0.0009,0.0103,2008-09-12,7e-05,mkt-rf-alpha,-9e-05,0.89123,0.00801,0.94671,0.00801,0.94671,0.0029
-0.0445,0.0089,-0.0232,0.01,0.0111,0.0295,2008-09-15,7e-05,mkt-rf-alpha,-0.04081,0.86024,-0.06715,0.88912,-0.06715,0.88912,-0.0445
0.0165,0.0076,0.0204,-0.0018,-0.0093,-0.0005,2008-09-16,7e-05,mkt-rf-alpha,0.01732,0.8752,0.04096,0.92626,0.04096,0.92626,0.0165
-0.046,0.0022,-0.0218,0.0076,0.0001,0.0186,2008-09-17,7e-05,mkt-rf-alpha,-0.06054,0.83085,-0.05464,0.87946,-0.05464,0.87946,-0.046
0.0441,0.019,0.0487,-0.0259,-0.0019,-0.0451,2008-09-18,7e-05,mkt-rf-alpha,0.08021,0.89064,0.09282,0.96071,0.09282,0.96071,0.0441
0.0427,-0.0121,0.0394,-0.0272,-0.0133,-0.0376,2008-09-19,7e-05,mkt-rf-alpha,0.02251,0.90364,0.03454,0.98995,0.03454,0.98995,0.0427
-0.0394,-0.0009,-0.0341,0.0154,-0.0008,0.0254,2008-09-22,7e-05,mkt-rf-alpha,-0.04943,0.86328,-0.07387,0.91749,-0.07387,0.91749,-0.0394
-0.0155,0.0004,0.0017,-0.0017,0.0025,0.0033,2008-09-23,7e-05,mkt-rf-alpha,0.00063,0.86433,-0.0011,0.91829,-0.0011,0.91829,-0.0155
-0.0032,-0.0134,-0.0078,0.0003,0.0017,0.0104,2008-09-24,7e-05,mkt-rf-alpha,-0.00752,0.85812,-0.01484,0.90671,-0.01484,0.90671,-0.0032
0.017,-0.0102,0.0064,0.0025,0.0011,-0.0045,2008-09-25,7e-05,mkt-rf-alpha,0.01022,0.86646,0.02435,0.92568,0.02435,0.92568,0.017
0.0011,-0.0061,0.0106,0.0034,-0.0025,-0.004,2008-09-26,7e-05,mkt-rf-alpha,0.00172,0.87,0.017,0.94489,0.017,0.94489,0.0011
-0.0826,0.0264,-0.0407,0.0124,0.008,0.0341,2008-09-29,7e-05,mkt-rf-alpha,-0.07166,0.81994,-0.07731,0.88202,-0.07731,0.88202,-0.0826
0.0488,-0.0284,0.0301,-0.0023,-0.0099,-0.0241,2008-09-30,7e-05,mkt-rf-alpha,0.05021,0.85439,0.06407,0.93283,0.06407,0.93283,0.0488
-0.0047,-0.0062,0.0304,-0.0129,0.0017,-0.0174,2008-10-01,4e-05,mkt-rf-alpha,-0.00865,0.8469,-0.02228,0.91345,-0.02228,0.91345,-0.0047
-0.042,-0.0059,0.007,-0.0013,0.0093,0.0109,2008-10-02,4e-05,mkt-rf-alpha,-0.02936,0.82687,-0.05764,0.86716,-0.05764,0.86716,-0.042
-0.0147,-0.0124,-0.0121,0.0023,0.0098,0.0188,2008-10-03,4e-05,mkt-rf-alpha,-0.00779,0.82042,-0.04957,0.82894,-0.04957,0.82894,-0.0147
-0.0395,-0.0001,0.0038,0.0042,0.0052,0.0101,2008-10-06,4e-05,mkt-rf-alpha,-0.05344,0.78814,-0.05269,0.79602,-0.05269,0.79602,-0.0395
-0.0576,0.0032,-0.0355,0.0104,0.0043,0.0313,2008-10-07,4e-05,mkt-rf-alpha,-0.02072,0.77351,-0.07191,0.75003,-0.07191,0.75003,-0.0576
-0.0127,-0.0058,-0.0232,0.0099,-0.0041,0.0136,2008-10-08,4e-05,mkt-rf-alpha,-0.03,0.7544,-0.02485,0.7381,-0.02485,0.7381,-0.0127
-0.0735,-0.0067,-0.026,0.0015,0.0005,0.0199,2008-10-09,4e-05,mkt-rf-alpha,-0.13075,0.68568,-0.14921,0.66501,-0.14921,0.66501,-0.0735
-0.0095,0.0451,0.0316,-0.0084,-0.0075,-0.004,2008-10-10,4e-05,mkt-rf-alpha,0.10558,0.73897,0.13737,0.73504,0.13737,0.73504,-0.0095
0.1135,-0.0291,-0.02,0.0033,-0.0059,-0.0129,2008-10-13,4e-05,mkt-rf-alpha,0.05826,0.76868,0.07221,0.77205,0.07221,0.77205,0.1135
-0.0086,-0.0208,0.0458,-0.0164,0.0021,-0.0201,2008-10-14,4e-05,mkt-rf-alpha,-0.0216,0.75426,-0.05579,0.73208,-0.05579,0.73208,-0.0086
-0.0878,0.0011,0.008,-0.0029,0.0032,0.0187,2008-10-15,4e-05,mkt-rf-alpha,-0.09188,0.70203,-0.16196,0.65197,-0.16196,0.65197,-0.0878
0.0432,0.0195,-0.0139,0.0131,-0.0036,0.016,2008-10-16,4e-05,mkt-rf-alpha,0.0496,0.72869,0.05648,0.68112,0.05648,0.68112,0.0432
-0.0041,-0.0113,-0.0091,-0.0045,0.0016,-0.0064,2008-10-17,4e-05,mkt-rf-alpha,0.00059,0.72629,-5e-05,0.6796,-5e-05,0.6796,-0.0041
0.0455,-0.0121,-0.0084,0.0035,0.0032,0.0067,2008-10-20,4e-05,mkt-rf-alpha,0.0362,0.74265,0.01347,0.68718,0.01347,0.68718,0.0455
-0.0295,0.0019,0.0046,0.0044,-0.0017,0.0044,2008-10-21,4e-05,mkt-rf-alpha,-0.01725,0.73423,-0.05029,0.66622,-0.05029,0.66622,-0.0295
-0.0576,0.0074,0.0004,-0.0063,-0.0002,0.0118,2008-10-22,4e-05,mkt-rf-alpha,-0.08014,0.69604,-0.11468,0.62204,-0.11468,0.62204,-0.0576
0.0029,-0.0327,-0.0085,0.0177,0.0088,0.017,2008-10-23,4e-05,mkt-rf-alpha,-0.01571,0.68728,-0.04334,0.60655,-0.04334,0.60655,0.0029
-0.0328,-0.0022,-0.005,0.0047,0.0031,0.0102,2008-10-24,4e-05,mkt-rf-alpha,-0.06896,0.65693,-0.10006,0.57182,-0.10006,0.57182,-0.0328
-0.0336,-0.0086,0.0031,0.0116,0.0056,0.0034,2008-10-27,4e-05,mkt-rf-alpha,-0.06387,0.63083,-0.10762,0.53851,-0.10762,0.53851,-0.0336
0.0977,-0.0339,0.0052,0.0092,-0.0004,-0.0154,2008-10-28,4e-05,mkt-rf-alpha,0.10324,0.67754,0.20872,0.61016,0.20872,0.61016,0.0977
-0.0047,0.0247,-0.0127,-0.0029,-0.0083,-0.0097,2008-10-29,4e-05,mkt-rf-alpha,0.04057,0.69143,0.01497,0.60885,0.01497,0.60885,-0.0047
0.0299,0.0186,-0.0054,-0.0011,-0.0091,-0.008,2008-10-30,4e-05,mkt-rf-alpha,0.05152,0.71972,0.07611,0.63621,0.07611,0.63621,0.0299
0.0188,0.0264,0.0209,-0.0041,-0.0038,-0.0036,2008-10-31,4e-05,mkt-rf-alpha,0.05658,0.748,0.0867,0.67374,0.0867,0.67374,0.0188
-0.0005,0.0026,0.0053,-0.0067,0.0044,-0.0041,2008-11-03,1e-05,mkt-rf-alpha,0.00969,0.74914,-0.01507,0.66352,-0.01507,0.66352,-0.0005
0.0357,-0.0256,0.0021,-0.0065,-0.0063,-0.0246,2008-11-04,1e-05,mkt-rf-alpha,0.03385,0.76652,0.05358,0.68602,0.05358,0.68602,0.0357
-0.0505,-0.0006,-0.0158,0.0057,-0.0003,0.0213,2008-11-05,1e-05,mkt-rf-alpha,-0.04944,0.73601,-0.12168,0.62904,-0.12168,0.62904,-0.0505
-0.0483,0.0148,-0.0036,0.0043,0.0112,0.0311,2008-11-06,1e-05,mkt-rf-alpha,-0.02435,0.722,-0.07131,0.60433,-0.07131,0.60433,-0.0483
0.0262,-0.0119,-0.0074,0.0052,-0.001,-0.0013,2008-11-07,1e-05,mkt-rf-alpha,0.03107,0.74136,0.08244,0.63624,0.08244,0.63624,0.0262
-0.0132,-0.0101,-0.0208,0.0095,0.0011,0.0183,2008-11-10,1e-05,mkt-rf-alpha,-0.03438,0.7208,-0.11666,0.59262,-0.11666,0.59262,-0.0132
-0.0225,0.0002,0.0001,0.002,0.0034,0.0271,2008-11-11,1e-05,mkt-rf-alpha,-0.02684,0.70892,-0.02703,0.58309,-0.02703,0.58309,-0.0225
-0.0514,-0.007,-0.0116,0.0085,-0.0003,0.0341,2008-11-12,1e-05,mkt-rf-alpha,-0.05719,0.68324,-0.11375,0.55045,-0.11375,0.55045,-0.0514
0.0679,0.0083,0.0004,0.0069,0.0051,-0.0174,2008-11-13,1e-05,mkt-rf-alpha,0.06609,0.71408,0.16682,0.60153,0.16682,0.60153,0.0679
-0.0427,-0.0234,-0.0011,-0.0006,-0.0006,0.0066,2008-11-14,1e-05,mkt-rf-alpha,-0.09022,0.66826,-0.18036,0.54173,-0.18036,0.54173,-0.0427
-0.0243,0.0153,-0.0174,0.0099,0.0006,0.0272,2008-11-17,1e-05,mkt-rf-alpha,-0.02929,0.65519,-0.0555,0.52589,-0.0555,0.52589,-0.0243
0.007,-0.0149,-0.0068,0.0096,0.0028,0.0138,2008-11-18,1e-05,mkt-rf-alpha,0.02612,0.66741,-0.02105,0.52108,-0.02105,0.52108,0.007
-0.0629,-0.0071,-0.0304,0.0125,0.0012,0.0395,2008-11-19,1e-05,mkt-rf-alpha,-0.08235,0.63116,-0.24309,0.46206,-0.24309,0.46206,-0.0629
-0.066,0.01,-0.0254,0.0113,0.0111,0.0445,2008-11-20,1e-05,mkt-rf-alpha,-0.09683,0.59521,-0.18352,0.42698,-0.18352,0.42698,-0.066
0.0611,-0.0152,-0.0219,0.0104,0.0113,-0.0037,2008-11-21,1e-05,mkt-rf-alpha,0.03995,0.61225,0.10287,0.45125,0.10287,0.45125,0.0611
0.0627,-0.0005,0.0489,-0.0081,-0.0141,-0.0703,2008-11-24,1e-05,mkt-rf-alpha,0.12118,0.66043,0.30519,0.51793,0.30519,0.51793,0.0627
0.0094,0.0048,0.0215,-0.006,-0.0007,-0.0218,2008-11-25,1e-05,mkt-rf-alpha,0.06353,0.69052,0.03914,0.52945,0.03914,0.52945,0.0094
0.0388,0.0184,0.003,-0.0062,-0.0042,-0.0502,2008-11-26,1e-05,mkt-rf-alpha,0.04102,0.71019,0.09753,0.55448,0.09753,0.55448,0.0388
0.0106,-0.002,0.0177,-0.0121,0.0008,-0.0249,2008-11-28,1e-05,mkt-rf-alpha,0.02014,0.71722,0.01685,0.55688,0.01685,0.55688,0.0106
-0.0895,-0.016,-0.038,0.0108,0.0042,0.0422,2008-12-01,0.0,mkt-rf-alpha,-0.15029,0.6464,-0.36249,0.46149,-0.36249,0.46149,-0.0895
0.0397,0.0111,0.0249,-0.0093,0.005,-0.0163,2008-12-02,0.0,mkt-rf-alpha,0.06971,0.67697,0.21104,0.5087,0.21104,0.5087,0.0397
0.0263,-0.0005,0.0154,-0.0012,0.0008,-0.0042,2008-12-03,0.0,mkt-rf-alpha,0.0516,0.69994,0.08609,0.53117,0.08609,0.53117,0.0263
-0.029,0.0013,0.0121,-0.0011,0.0061,0.0071,2008-12-04,0.0,mkt-rf-alpha,-0.03513,0.68201,-0.0484,0.51604,-0.0484,0.51604,-0.029
0.0375,0.0051,0.019,-0.0086,-0.005,-0.0183,2008-12-05,0.0,mkt-rf-alpha,0.06479,0.71688,0.13811,0.55935,0.13811,0.55935,0.0375
0.038,0.0002,0.0017,0.0012,-0.0113,-0.0443,2008-12-08,0.0,mkt-rf-alpha,0.02361,0.72819,0.14117,0.60107,0.14117,0.60107,0.038
-0.0223,-0.0087,-0.0115,-0.0056,-0.0054,-0.0062,2008-12-09,0.0,mkt-rf-alpha,-0.05004,0.69912,-0.10365,0.56199,-0.10365,0.56199,-0.0223
0.012,0.0099,-0.0088,0.009,-0.0036,-0.0112,2008-12-10,0.0,mkt-rf-alpha,0.04308,0.72235,0.08915,0.59461,0.08915,0.59461,0.012
-0.0293,-0.0175,-0.0223,0.0034,0.0001,0.0127,2008-12-11,0.0,mkt-rf-alpha,-0.06771,0.68441,-0.21012,0.52636,-0.21012,0.52636,-0.0293
0.0096,0.0236,0.0074,-0.006,0.0009,-0.0023,2008-12-12,0.0,mkt-rf-alpha,0.05557,0.71425,0.14522,0.56941,0.14522,0.56941,0.0096
-0.0154,-0.0157,-0.0136,0.0068,-0.001,0.0123,2008-12-15,0.0,mkt-rf-alpha,-0.02109,0.70239,-0.06025,0.54935,-0.06025,0.54935,-0.0154
0.0514,0.0039,0.0259,-0.0096,-0.0006,-0.0302,2008-12-16,0.0,mkt-rf-alpha,0.06951,0.74171,0.19066,0.61426,0.19066,0.61426,0.0514
-0.0062,0.0162,-0.0054,0.002,-0.0029,-0.0142,2008-12-17,0.0,mkt-rf-alpha,0.00162,0.74226,0.02585,0.62153,0.02585,0.62153,-0.0062
-0.0183,0.0074,-0.0016,-0.0001,-0.0025,0.0142,2008-12-18,0.0,mkt-rf-alpha,-0.02384,0.72773,-0.09153,0.58652,-0.09153,0.58652,-0.0183
0.0035,0.0082,-0.0018,0.0026,-0.0017,-0.0127,2008-12-19,0.0,mkt-rf-alpha,0.00856,0.73433,0.07724,0.61215,0.07724,0.61215,0.0035
-0.0187,-0.0027,-0.0085,0.0006,0.0055,0.0343,2008-12-22,0.0,mkt-rf-alpha,-0.0015,0.73491,-0.04348,0.59688,-0.04348,0.59688,-0.0187
-0.0089,-0.0034,-0.007,0.0022,-0.0026,0.0125,2008-12-23,0.0,mkt-rf-alpha,-0.00394,0.73301,-0.014,0.59217,-0.014,0.59217,-0.0089
0.0051,-0.0012,0.0064,0.0019,-0.0002,-0.0029,2008-12-24,0.0,mkt-rf-alpha,0.00951,0.73896,0.01027,0.59528,0.01027,0.59528,0.0051
0.0063,0.006,0.0005,0.0001,0.0019,-0.0081,2008-12-26,0.0,mkt-rf-alpha,-0.00545,0.73674,0.0115,0.60024,0.0115,0.60024,0.0063
-0.0056,-0.0151,0.0,0.0049,-0.0009,0.0132,2008-12-29,0.0,mkt-rf-alpha,-0.03259,0.71847,-0.09005,0.57202,-0.09005,0.57202,-0.0056
0.0247,0.0085,0.0104,0.0008,0.0007,-0.0148,2008-12-30,0.0,mkt-rf-alpha,0.05813,0.74646,0.07526,0.59802,0.07526,0.59802,0.0247
0.017,0.0167,0.0082,-0.0067,-0.0011,-0.0181,2008-12-31,0.0,mkt-rf-alpha,0.03984,0.76861,0.07066,0.62341,0.07066,0.62341,0.017
0.0311,-0.0135,-0.0044,-0.0018,-0.0008,-0.0428,2009-01-02,0.0,mkt-rf-alpha,-0.0096,0.99049,-0.00787,0.98175,-0.00787,0.98175,0.0311
-0.0028,0.0035,-0.0116,-0.0034,-0.0051,-0.0283,2009-01-05,0.0,mkt-rf-alpha,-0.00597,0.98553,-0.01374,0.9691,-0.01374,0.9691,-0.0028
0.0087,0.0115,0.0088,-0.0046,-0.001,-0.0503,2009-01-06,0.0,mkt-rf-alpha,0.02518,1.01031,0.05086,1.02056,0.05086,1.02056,0.0087
-0.0296,-0.0003,-0.0115,0.0024,0.0005,0.0182,2009-01-07,0.0,mkt-rf-alpha,-0.02504,0.98513,-0.02926,0.99006,-0.02926,0.99006,-0.0296
0.0047,0.0068,0.0043,-0.0028,0.0063,-0.0149,2009-01-08,0.0,mkt-rf-alpha,0.00498,0.98999,0.00387,0.99489,0.00387,0.99489,0.0047
-0.0221,-0.0157,-0.0129,0.0055,0.001,0.0075,2009-01-09,0.0,mkt-rf-alpha,-0.03593,0.95659,-0.04404,0.95271,-0.04404,0.95271,-0.0221
-0.0228,-0.0011,-0.0198,0.0039,0.0039,0.0387,2009-01-12,0.0,mkt-rf-alpha,-0.02963,0.93037,-0.05495,0.90359,-0.05495,0.90359,-0.0228
0.0028,0.0034,0.0044,-0.0065,-0.0034,0.0083,2009-01-13,0.0,mkt-rf-alpha,0.02859,0.95589,0.03379,0.93227,0.03379,0.93227,0.0028
-0.0338,-0.0075,-0.0131,0.0033,0.0019,0.029,2009-01-14,0.0,mkt-rf-alpha,-0.04901,0.91256,-0.05776,0.88382,-0.05776,0.88382,-0.0338
0.0039,0.0175,-0.0235,0.0066,0.0043,0.0185,2009-01-15,0.0,mkt-rf-alpha,0.02751,0.93619,0.02739,0.90498,0.02739,0.90498,0.0039
0.0074,0.0012,-0.0107,0.0027,0.0042,0.0024,2009-01-16,0.0,mkt-rf-alpha,0.01764,0.94975,0.02937,0.92865,0.02937,0.92865,0.0074
-0.0534,-0.0087,-0.042,0.009,0.0113,0.0465,2009-01-20,0.0,mkt-rf-alpha,-0.08394,0.8792,-0.12046,0.83474,-0.12046,0.83474,-0.0534
0.0421,-0.0024,0.0289,-0.0084,-0.0115,-0.0431,2009-01-21,0.0,mkt-rf-alpha,0.07467,0.94105,0.09565,0.90598,0.09565,0.90598,0.0421
-0.0162,-0.0123,-0.0186,0.0049,-0.0084,0.0244,2009-01-22,0.0,mkt-rf-alpha,-0.02393,0.91987,-0.04323,0.87244,-0.04323,0.87244,-0.0162
0.0044,-0.0035,0.0112,-0.0034,-0.0044,-0.0245,2009-01-23,0.0,mkt-rf-alpha,0.00908,0.92709,0.02569,0.89185,0.02569,0.89185,0.0044
0.0054,0.0073,-0.0069,0.0041,-0.0028,0.0015,2009-01-26,0.0,mkt-rf-alpha,0.00799,0.93461,0.00133,0.89307,0.00133,0.89307,0.0054
0.0108,-0.002,0.0032,-0.0073,-0.0015,-0.0132,2009-01-27,0.0,mkt-rf-alpha,0.01551,0.94882,0.00846,0.90055,0.00846,0.90055,0.0108
0.0332,0.0004,0.0288,-0.0048,-0.0062,-0.0413,2009-01-28,0.0,mkt-rf-alpha,0.05066,0.99628,0.07058,0.95992,0.07058,0.95992,0.0332
-0.0323,-0.007,-0.0219,0.001,0.0001,0.0313,2009-01-29,0.0,mkt-rf-alpha,-0.05583,0.9439,-0.07877,0.89299,-0.07877,0.89299,-0.0323
-0.0216,0.0009,-0.012,-0.0005,-0.0038,0.0184,2009-01-30,0.0,mkt-rf-alpha,-0.01622,0.93011,-0.03857,0.86435,-0.03857,0.86435,-0.0216
0.0006,0.0117,-0.0038,-0.0013,0.0027,0.0098,2009-02-02,1e-05,mkt-rf-alpha,0.0316,0.95811,0.02023,0.88113,0.02023,0.88113,0.0006
0.0146,-0.006,-0.0246,0.0087,0.0042,0.0089,2009-02-03,1e-05,mkt-rf-alpha,-0.00669,0.9521,-0.00066,0.88015,-0.00066,0.88015,0.0146
-0.006,-0.0032,-0.0036,-0.0032,-0.0052,-0.0079,2009-02-04,1e-05,mkt-rf-alpha,-0.01463,0.93845,-0.01971,0.8649,-0.01971,0.8649,-0.006
0.0161,0.0002,-0.0013,-0.0012,-0.0016,-0.0173,2009-02-05,1e-05,mkt-rf-alpha,-0.00976,0.92978,-0.01415,0.85537,-0.01415,0.85537,0.0161
0.0279,0.0049,0.0248,-0.0014,-0.0024,-0.031,2009-02-06,1e-05,mkt-rf-alpha,0.04416,0.96924,0.06346,0.90245,0.06346,0.90245,0.0279
