year,ticker,weight,alpha,beta
2007,BRK-B,0.0001500065112661,0.001,0.2872
2007,NVO,0.0009113060679248,0.001,0.8242
2007,XOM,2.5797545579045653e-05,-0.0002,1.0675
2007,CVX,0.0002885906153029,0.0003,0.9885
2007,TMO,0.0008137105340474,0.0006,0.8747
2007,MCD,3.939564942342178e-05,0.001,0.618
2007,DIS,8.267647137380833e-05,-0.0003,0.9795
2007,BHP,0.0003279085612758,0.0012,1.8073
2007,TTE,7.646019533066468e-05,-0.0003,0.8751
2007,RY,0.0006264452182477,0.0003,0.9936
2007,COP,0.0003920139079707,-0.0001,0.8787
2007,RTX,3.057630778721192e-05,0.0005,0.8993
2007,UL,7.614938152850772e-06,0.0008,0.7529
2007,PLD,9.246710614175905e-05,0.0009,1.1308
2007,BLK,0.0004652882618292,0.0022,1.2265
2007,VRTX,0.000793041416204,-0.0017,1.0703
2007,TD,0.0004039802393537,0.0007,0.9978
2007,LMT,0.0004401123438545,0.0003,0.7752
2007,CVS,5.742284994853784e-05,0.0006,0.6289
2007,AMT,0.0010076194948682,-0.0002,0.9631
2007,INFY,0.0004559249960393,-0.001,1.5805
2007,SNPS,0.0003026937915758,-0.0003,0.8637
2007,DEO,0.0007781223537004,-0.0002,0.7123
2007,CP,0.0007447875734191,0.0005,1.1008
2007,RELX,3.488884929214275e-05,0.0003,1.1196
2007,WM,5.87049568824361e-05,-0.0004,0.9212
2007,GD,0.0010482972512256,0.0006,0.9263
2007,SLB,0.0018688845406458,0.0008,1.0192
2007,BTI,0.0005568229265645,0.0012,0.7631
2007,BN,0.0008248221274745,0.0007,1.2863
2007,EMR,0.0004412778956126,0.0004,1.0977
2007,EPD,0.0017983686592814,0.0005,0.2776
2007,CRH,7.614938152850752e-05,-0.0004,1.1497
2007,E,0.0002127131958513,-0.0006,0.9011
2007,EL,2.676883871078657e-05,-0.0,0.6673
2007,OXY,4.289230469769002e-05,0.0007,0.9972
2007,PSA,0.0007311894695747,0.0001,1.3544
2007,AZO,0.0002072351025882,0.0003,0.9803
2007,CPRT,0.0002842392220727,0.0013,0.9113
2007,WELL,0.0006643645021109,0.0009,0.8954
2007,VLO,0.0002249514893112,0.0005,0.7379
2007,CCI,0.0008304556276386,0.0003,1.0241
2007,HUM,0.0001246751863902,0.0011,0.6697
2007,O,2.692424561186515e-05,0.0013,1.3166
2007,HES,0.0022390249272897,0.0015,1.0462
2007,WMB,0.0009287504925709,0.0003,0.8743
2007,CM,0.0018825991996659,-0.0004,0.91
2007,SU,0.0024988264141678,-0.0003,0.681
2007,WDS,0.0019196637455732,0.0008,1.0147
2007,OKE,0.0001017138167559,-0.0003,0.5754
2007,AME,6.037558106903092e-05,0.0013,0.9112
2007,GIS,0.000439179902448,-0.0001,0.624
2007,BCE,0.0006144788868647,0.0012,0.5961
2007,ACGL,0.0001876149813271,0.0007,0.7252
2007,HAL,0.0002142284131368,-0.0003,0.795
2007,IMO,0.0011741768410992,0.0007,0.7135
2007,BKR,0.0005196029737562,-0.0006,0.7635
2007,RMD,0.0004506411614026,-0.0002,0.7423
2007,DVN,0.0002694755664702,0.0001,0.8388
2007,MTD,0.0009287116408456,0.0009,0.8123
2007,GOLD,0.0014483923180524,-0.0004,0.973
