ticker,factor,year,coefficient,t-value
MSFT,mkt-rf,2000,1.2326,5.3852
MSFT,smb,2000,0.8796,2.8899
MSFT,hml,2000,0.461,1.2105
MSFT,rmw,2000,0.6279,2.0936
MSFT,cma,2000,-1.8489,-5.1922
MSFT,mom,2000,-0.2886,-1.5408
MSFT,alpha,2000,-0.0016,-0.8744
MSFT,total_return,2000,-0.6279,1.0
AAPL,mkt-rf,2000,0.7104,1.8194
AAPL,smb,2000,-0.0716,-0.138
AAPL,hml,2000,-1.1384,-1.7522
AAPL,rmw,2000,0.7853,1.5348
AAPL,cma,2000,-1.2911,-2.1255
AAPL,mom,2000,0.4463,1.3967
AAPL,alpha,2000,-0.0008,-0.2676
AAPL,total_return,2000,-0.7344,1.0
AMZN,mkt-rf,2000,1.3948,3.1753
AMZN,smb,2000,0.5362,0.9179
AMZN,hml,2000,0.3063,0.4191
AMZN,rmw,2000,-0.8164,-1.4183
AMZN,cma,2000,-1.7345,-2.5382
AMZN,mom,2000,-0.9359,-2.6037
AMZN,alpha,2000,-0.0009,-0.271
AMZN,total_return,2000,-0.8259,1.0
NVDA,mkt-rf,2000,0.2983,0.5565
NVDA,smb,2000,0.2656,0.3725
NVDA,hml,2000,-0.1324,-0.1484
NVDA,rmw,2000,-1.7371,-2.473
NVDA,cma,2000,-1.73,-2.0745
NVDA,mom,2000,0.1638,0.3733
NVDA,alpha,2000,0.0082,1.9211
NVDA,total_return,2000,0.4003,1.0
BRK-B,mkt-rf,2000,0.8758,4.9392
BRK-B,smb,2000,-0.3008,-1.2756
BRK-B,hml,2000,0.5247,1.7785
BRK-B,rmw,2000,-0.6786,-2.9208
BRK-B,cma,2000,0.6028,2.1851
BRK-B,mom,2000,-0.5549,-3.824
BRK-B,alpha,2000,0.0013,0.9137
BRK-B,total_return,2000,0.3336,1.0
LLY,mkt-rf,2000,0.6654,2.7423
LLY,smb,2000,-0.5359,-1.6609
LLY,hml,2000,-0.9314,-2.307
LLY,rmw,2000,0.5482,1.7244
LLY,cma,2000,1.8149,4.808
LLY,mom,2000,0.1468,0.7391
LLY,alpha,2000,0.0007,0.3602
LLY,total_return,2000,0.4395,1.0
TSM,mkt-rf,2000,1.505,4.4513
TSM,smb,2000,0.5764,1.282
TSM,hml,2000,-0.2542,-0.4518
