ticker,factor,year,coefficient,t-value
MSFT,mkt-rf,2010,1.2586,14.3713
MSFT,smb,2010,-0.0834,-0.6748
MSFT,hml,2010,-0.1353,-0.81
MSFT,rmw,2010,0.5736,2.5257
MSFT,cma,2010,-0.7161,-2.4665
MSFT,mom,2010,-0.3355,-2.4075
MSFT,alpha,2010,-0.0007,-1.1448
MSFT,total_return,2010,-0.0654,1.0
AAPL,mkt-rf,2010,1.047,10.235
AAPL,smb,2010,-0.0529,-0.3666
AAPL,hml,2010,-0.5001,-2.5626
AAPL,rmw,2010,0.0839,0.3162
AAPL,cma,2010,-1.0944,-3.2271
AAPL,mom,2010,0.9837,6.0433
AAPL,alpha,2010,0.0012,1.7408
AAPL,total_return,2010,0.5319,1.0
GOOGL,mkt-rf,2010,1.2431,9.8919
GOOGL,smb,2010,-0.232,-1.3082
GOOGL,hml,2010,-0.6073,-2.5332
GOOGL,rmw,2010,-0.6213,-1.9066
GOOGL,cma,2010,-1.0797,-2.5916
GOOGL,mom,2010,0.147,0.7349
GOOGL,alpha,2010,-0.0006,-0.6949
GOOGL,total_return,2010,-0.0421,1.0
AMZN,mkt-rf,2010,1.145,7.7073
AMZN,smb,2010,0.2208,1.053
AMZN,hml,2010,-0.7944,-2.8028
AMZN,rmw,2010,-1.0091,-2.6196
AMZN,cma,2010,-1.7761,-3.6062
AMZN,mom,2010,0.6452,2.7292
AMZN,alpha,2010,0.0007,0.7215
AMZN,total_return,2010,0.3385,1.0
NVDA,mkt-rf,2010,0.979,4.7632
NVDA,smb,2010,-0.3174,-1.0942
NVDA,hml,2010,-0.6771,-1.7268
NVDA,rmw,2010,-1.4498,-2.7205
NVDA,cma,2010,0.3824,0.5613
NVDA,mom,2010,1.1647,3.5612
NVDA,alpha,2010,-0.0016,-1.1518
NVDA,total_return,2010,-0.1755,1.0
BRK-B,mkt-rf,2010,0.8674,8.9224
BRK-B,smb,2010,-0.2457,-1.7905
BRK-B,hml,2010,-0.1808,-0.9751
BRK-B,rmw,2010,-1.4708,-5.8348
BRK-B,cma,2010,-0.4841,-1.502
BRK-B,mom,2010,-0.3025,-1.9558
BRK-B,alpha,2010,0.0005,0.7882
BRK-B,total_return,2010,0.2196,1.0
LLY,mkt-rf,2010,0.8433,11.1517
LLY,smb,2010,-0.2527,-2.3682
LLY,hml,2010,-0.2568,-1.7799
LLY,rmw,2010,0.3438,1.7533
LLY,cma,2010,-0.1747,-0.697
LLY,mom,2010,-0.3216,-2.6728
LLY,alpha,2010,-0.0001,-0.2847
LLY,total_return,2010,0.0368,1.0
AVGO,mkt-rf,2010,0.7518,4.0024
AVGO,smb,2010,0.1513,0.5706
AVGO,hml,2010,-0.391,-1.0911
AVGO,rmw,2010,-0.4414,-0.9063
AVGO,cma,2010,0.7534,1.2099
AVGO,mom,2010,0.3779,1.2645
AVGO,alpha,2010,0.001,0.7772
AVGO,total_return,2010,0.5556,1.0
V,mkt-rf,2010,0.6711,3.8973
V,smb,2010,-0.1544,-0.6352
V,hml,2010,-0.22,-0.6696
V,rmw,2010,-0.2097,-0.4696
V,cma,2010,0.899,1.5748
V,mom,2010,0.3911,1.4275
V,alpha,2010,-0.0015,-1.2969
V,total_return,2010,-0.1899,1.0
TSM,mkt-rf,2010,0.9383,8.0472
TSM,smb,2010,-0.3576,-2.1729
TSM,hml,2010,-0.2814,-1.2651
TSM,rmw,2010,-0.61,-2.0175
TSM,cma,2010,0.191,0.494
TSM,mom,2010,0.26,1.4015
TSM,alpha,2010,-0.0,-0.0168
TSM,total_return,2010,0.1498,1.0
NVO,mkt-rf,2010,1.0076,7.4824
NVO,smb,2010,-0.3974,-2.0911
NVO,hml,2010,-0.3509,-1.366
NVO,rmw,2010,0.1105,0.3163
NVO,cma,2010,0.291,0.6519
NVO,mom,2010,-0.012,-0.0562
NVO,alpha,2010,0.0019,2.1193
NVO,total_return,2010,0.8276,1.0
JPM,mkt-rf,2010,0.9073,11.5374
JPM,smb,2010,-0.6256,-5.6367
JPM,hml,2010,1.4654,9.7683
JPM,rmw,2010,-1.0429,-5.1148
JPM,cma,2010,0.3922,1.5043
JPM,mom,2010,-0.4771,-3.8126
JPM,alpha,2010,0.0,0.0628
JPM,total_return,2010,0.023,1.0
UNH,mkt-rf,2010,1.2361,9.6971
UNH,smb,2010,-0.2384,-1.3252
UNH,hml,2010,-0.3627,-1.4914
UNH,rmw,2010,-0.3055,-0.9243
UNH,cma,2010,-0.9692,-2.2936
UNH,mom,2010,-0.6443,-3.1767
UNH,alpha,2010,0.0005,0.6235
UNH,total_return,2010,0.1992,1.0
