ticker,factor,year,coefficient,t-value
MSFT,mkt-rf,2001,0.8299,6.0391
MSFT,smb,2001,0.0785,0.3381
MSFT,hml,2001,0.133,0.5333
MSFT,rmw,2001,0.5913,2.0809
MSFT,cma,2001,-1.2532,-3.3412
MSFT,mom,2001,-0.276,-1.4666
MSFT,alpha,2001,0.0023,1.8787
MSFT,total_return,2001,0.5273,1.0
AAPL,mkt-rf,2001,0.4703,2.2235
AAPL,smb,2001,-0.3295,-0.9219
AAPL,hml,2001,-0.4318,-1.1254
AAPL,rmw,2001,0.3574,0.8172
AAPL,cma,2001,-0.3956,-0.6853
AAPL,mom,2001,-1.0962,-3.7842
AAPL,alpha,2001,0.0029,1.5248
AAPL,total_return,2001,0.4733,1.0
AMZN,mkt-rf,2001,1.085,2.4509
AMZN,smb,2001,-0.5924,-0.792
AMZN,hml,2001,-0.0085,-0.0106
AMZN,rmw,2001,-3.4867,-3.8094
AMZN,cma,2001,-0.551,-0.456
AMZN,mom,2001,0.1858,0.3065
AMZN,alpha,2001,0.0046,1.1457
AMZN,total_return,2001,-0.3049,1.0
NVDA,mkt-rf,2001,0.4475,1.426
NVDA,smb,2001,0.6155,1.161
NVDA,hml,2001,0.6566,1.1537
NVDA,rmw,2001,0.1296,0.1997
NVDA,cma,2001,-4.1384,-4.8326
NVDA,mom,2001,-0.3029,-0.7051
NVDA,alpha,2001,0.008,2.8308
NVDA,total_return,2001,3.0844,1.0
BRK-B,mkt-rf,2001,0.6467,6.2917
BRK-B,smb,2001,-0.1494,-0.8604
BRK-B,hml,2001,-0.0123,-0.0659
BRK-B,rmw,2001,-0.3301,-1.5535
BRK-B,cma,2001,1.2613,4.4961
BRK-B,mom,2001,-0.1865,-1.3248
BRK-B,alpha,2001,0.0005,0.4876
BRK-B,total_return,2001,0.0727,1.0
LLY,mkt-rf,2001,0.7475,7.4661
LLY,smb,2001,-0.3893,-2.3013
LLY,hml,2001,-0.4896,-2.6957
LLY,rmw,2001,-0.4164,-2.0114
LLY,cma,2001,1.6762,6.1342
LLY,mom,2001,0.1498,1.0928
LLY,alpha,2001,0.0,0.0373
LLY,total_return,2001,-0.1448,1.0
TSM,mkt-rf,2001,0.768,3.1175
TSM,smb,2001,0.2482,0.5964
TSM,hml,2001,1.3018,2.9133
TSM,rmw,2001,-0.6406,-1.2577
TSM,cma,2001,0.2175,0.3235
TSM,mom,2001,-1.8251,-5.4103
TSM,alpha,2001,0.0018,0.8067
TSM,total_return,2001,0.3939,1.0
NVO,mkt-rf,2001,0.5126,3.0244
NVO,smb,2001,0.442,1.5435
NVO,hml,2001,-0.4248,-1.3818
NVO,rmw,2001,0.1062,0.303
NVO,cma,2001,0.9527,2.0598
NVO,mom,2001,-0.0581,-0.2504
NVO,alpha,2001,0.0004,0.253
NVO,total_return,2001,0.1517,1.0
JPM,mkt-rf,2001,1.4613,10.8941
JPM,smb,2001,-0.0379,-0.1671
JPM,hml,2001,0.0679,0.2792
JPM,rmw,2001,0.6074,2.1901
JPM,cma,2001,-0.6538,-1.786
JPM,mom,2001,0.1215,0.6612
JPM,alpha,2001,0.0001,0.0641
JPM,total_return,2001,-0.173,1.0
UNH,mkt-rf,2001,1.06,8.8187
UNH,smb,2001,-0.2245,-1.1055
UNH,hml,2001,-0.005,-0.0228
UNH,rmw,2001,-0.5154,-2.0741
UNH,cma,2001,0.8039,2.4505
UNH,mom,2001,0.7014,4.2616
UNH,alpha,2001,0.0014,1.324
UNH,total_return,2001,0.1528,1.0
WMT,mkt-rf,2001,1.1746,9.7033
WMT,smb,2001,-0.0013,-0.0064
WMT,hml,2001,0.3394,1.5456
WMT,rmw,2001,0.973,3.8875
WMT,cma,2001,-0.6946,-2.1023
WMT,mom,2001,0.2573,1.5523
WMT,alpha,2001,0.0005,0.416
WMT,total_return,2001,0.0901,1.0
XOM,mkt-rf,2001,0.9098,9.3834
XOM,smb,2001,0.2097,1.2799
XOM,hml,2001,-0.0906,-0.5152
XOM,rmw,2001,0.0826,0.4122
XOM,cma,2001,0.8986,3.3959
XOM,mom,2001,0.1575,1.1861
XOM,alpha,2001,-0.0004,-0.4701
XOM,total_return,2001,-0.0758,1.0
JNJ,mkt-rf,2001,0.5378,5.6358
JNJ,smb,2001,-0.1769,-1.0972
JNJ,hml,2001,-0.206,-1.1898
JNJ,rmw,2001,0.467,2.3668
JNJ,cma,2001,0.989,3.7972
JNJ,mom,2001,-0.0941,-0.7201
JNJ,alpha,2001,0.0004,0.4115
JNJ,total_return,2001,0.1399,1.0
PG,mkt-rf,2001,0.6397,5.3958
PG,smb,2001,-0.0853,-0.4257
PG,hml,2001,-0.01,-0.0467
PG,rmw,2001,0.524,2.1377
PG,cma,2001,0.6458,1.9959
PG,mom,2001,-0.0248,-0.153
PG,alpha,2001,-0.0001,-0.0611
PG,total_return,2001,0.0308,1.0
ASML,mkt-rf,2001,1.3628,6.1291
ASML,smb,2001,0.289,0.7694
ASML,hml,2001,0.7152,1.7733
ASML,rmw,2001,-0.6508,-1.4157
ASML,cma,2001,-0.5964,-0.9828
ASML,mom,2001,-1.0939,-3.5927
ASML,alpha,2001,0.0005,0.2285
ASML,total_return,2001,-0.2448,1.0
HD,mkt-rf,2001,1.8893,12.2527
HD,smb,2001,0.5761,2.2113
HD,hml,2001,1.1834,4.231
HD,rmw,2001,0.9787,3.0699
HD,cma,2001,-1.1283,-2.6811
HD,mom,2001,0.183,0.8669
HD,alpha,2001,0.0002,0.1758
HD,total_return,2001,0.1216,1.0
MRK,mkt-rf,2001,0.6751,5.5821
MRK,smb,2001,-0.5726,-2.8026
MRK,hml,2001,-0.792,-3.6106
MRK,rmw,2001,0.1739,0.6954
MRK,cma,2001,1.4729,4.4627
MRK,mom,2001,0.1527,0.9219
MRK,alpha,2001,-0.0011,-0.9854
MRK,total_return,2001,-0.3596,1.0
ORCL,mkt-rf,2001,1.0019,4.2308
ORCL,smb,2001,-0.5221,-1.3048
ORCL,hml,2001,0.1675,0.39
ORCL,rmw,2001,1.4396,2.9403
ORCL,cma,2001,-3.4561,-5.3476
ORCL,mom,2001,-0.3366,-1.038
ORCL,alpha,2001,-0.0006,-0.267
ORCL,total_return,2001,-0.5247,1.0
COST,mkt-rf,2001,1.3823,8.7067
COST,smb,2001,0.3526,1.3146
COST,hml,2001,0.7941,2.7576
COST,rmw,2001,0.7929,2.4155
COST,cma,2001,-0.1083,-0.2499
COST,mom,2001,-0.3656,-1.6816
COST,alpha,2001,0.0,0.0167
COST,total_return,2001,0.1116,1.0
CVX,mkt-rf,2001,0.6101,6.145
CVX,smb,2001,0.1094,0.6523
CVX,hml,2001,-0.415,-2.3047
CVX,rmw,2001,-0.1868,-0.9102
CVX,cma,2001,1.1436,4.2205
CVX,mom,2001,0.159,1.1694
CVX,alpha,2001,0.0005,0.5425
CVX,total_return,2001,0.0925,1.0
ADBE,mkt-rf,2001,1.0827,3.8682
ADBE,smb,2001,0.0831,0.1757
ADBE,hml,2001,-0.5019,-0.9886
ADBE,rmw,2001,-0.4391,-0.7587
ADBE,cma,2001,-2.979,-3.8997
ADBE,mom,2001,0.7411,1.9334
ADBE,alpha,2001,0.001,0.3969
ADBE,total_return,2001,-0.4654,1.0
TM,mkt-rf,2001,1.0447,7.6775
TM,smb,2001,0.4957,2.1563
TM,hml,2001,1.2659,5.129
TM,rmw,2001,0.7965,2.8312
TM,cma,2001,-0.0313,-0.0842
TM,mom,2001,-0.5645,-3.0299
TM,alpha,2001,-0.002,-1.6439
TM,total_return,2001,-0.1858,1.0
AMD,mkt-rf,2001,0.7957,2.6659
AMD,smb,2001,-0.0884,-0.1753
AMD,hml,2001,0.976,1.8028
AMD,rmw,2001,-0.4184,-0.678
AMD,cma,2001,-0.8049,-0.9881
AMD,mom,2001,-1.8223,-4.4588
AMD,alpha,2001,0.0024,0.8973
AMD,total_return,2001,0.1479,1.0
BAC,mkt-rf,2001,1.1708,9.6195
BAC,smb,2001,0.1527,0.7427
BAC,hml,2001,0.2777,1.2578
BAC,rmw,2001,0.7526,2.991
BAC,cma,2001,-0.592,-1.7822
BAC,mom,2001,0.1294,0.7766
BAC,alpha,2001,0.0016,1.418
BAC,total_return,2001,0.4262,1.0
KO,mkt-rf,2001,0.6406,6.0985
KO,smb,2001,-0.1145,-0.6451
KO,hml,2001,-0.26,-1.3647
KO,rmw,2001,0.4583,2.1105
KO,cma,2001,0.6676,2.3287
KO,mom,2001,-0.0132,-0.092
KO,alpha,2001,-0.001,-1.0186
KO,total_return,2001,-0.2144,1.0
PEP,mkt-rf,2001,0.5957,6.3772
PEP,smb,2001,-0.2418,-1.532
PEP,hml,2001,-0.2235,-1.319
PEP,rmw,2001,0.5112,2.647
PEP,cma,2001,0.8581,3.3664
PEP,mom,2001,0.0403,0.3155
PEP,alpha,2001,-0.0001,-0.0811
PEP,total_return,2001,-0.0056,1.0
TMO,mkt-rf,2001,1.4163,9.031
TMO,smb,2001,0.5219,1.9698
TMO,hml,2001,0.1361,0.4786
TMO,rmw,2001,-0.2849,-0.8788
TMO,cma,2001,1.4875,3.4755
TMO,mom,2001,-0.3323,-1.5476
TMO,alpha,2001,-0.0003,-0.2328
TMO,total_return,2001,-0.0676,1.0
SAP,mkt-rf,2001,1.4376,5.8153
SAP,smb,2001,-0.2162,-0.5175
SAP,hml,2001,-0.4603,-1.0265
SAP,rmw,2001,-0.5811,-1.1368
SAP,cma,2001,-0.7443,-1.1032
SAP,mom,2001,0.0391,0.1155
SAP,alpha,2001,0.0026,1.1854
SAP,total_return,2001,-0.0491,1.0
NVS,mkt-rf,2001,0.5685,4.9724
NVS,smb,2001,-0.0392,-0.2027
NVS,hml,2001,-0.3664,-1.7666
NVS,rmw,2001,-0.2036,-0.8612
NVS,cma,2001,0.717,2.2977
NVS,mom,2001,0.1464,0.9353
NVS,alpha,2001,-0.0004,-0.3446
NVS,total_return,2001,-0.1739,1.0
MCD,mkt-rf,2001,0.6246,5.2295
MCD,smb,2001,0.059,0.2925
MCD,hml,2001,0.191,0.8818
MCD,rmw,2001,0.031,0.1257
MCD,cma,2001,0.1996,0.6125
MCD,mom,2001,0.0893,0.5461
MCD,alpha,2001,-0.0009,-0.8599
MCD,total_return,2001,-0.2145,1.0
AZN,mkt-rf,2001,0.8422,6.9119
AZN,smb,2001,-0.1119,-0.5437
AZN,hml,2001,-0.234,-1.0589
AZN,rmw,2001,-0.134,-0.532
AZN,cma,2001,1.2103,3.6396
AZN,mom,2001,0.1372,0.8221
AZN,alpha,2001,-0.0,-0.0014
AZN,total_return,2001,-0.0785,1.0
SHEL,mkt-rf,2001,0.9787,8.877
SHEL,smb,2001,0.4902,2.6317
SHEL,hml,2001,0.1207,0.6036
SHEL,rmw,2001,0.1589,0.697
SHEL,cma,2001,0.6984,2.321
SHEL,mom,2001,0.081,0.5368
SHEL,alpha,2001,-0.0011,-1.1592
SHEL,total_return,2001,-0.1707,1.0
CSCO,mkt-rf,2001,0.6638,2.9947
