ticker,factor,year,coefficient,t-value
MSFT,mkt-rf,2006,0.9631,6.0806
MSFT,smb,2006,-0.9032,-4.4169
MSFT,hml,2006,-1.3434,-3.5057
MSFT,rmw,2006,-0.444,-1.235
MSFT,cma,2006,0.545,1.3345
MSFT,mom,2006,0.1703,0.8555
MSFT,alpha,2006,0.0006,0.8344
MSFT,total_return,2006,0.1587,1.0
AAPL,mkt-rf,2006,1.6868,5.6566
AAPL,smb,2006,-1.0517,-2.7316
AAPL,hml,2006,-0.1004,-0.1391
AAPL,rmw,2006,-2.4175,-3.5714
AAPL,cma,2006,-2.21,-2.8741
AAPL,mom,2006,0.3022,0.8061
AAPL,alpha,2006,0.0012,0.8615
AAPL,total_return,2006,0.1799,1.0
GOOGL,mkt-rf,2006,1.1842,4.5182
GOOGL,smb,2006,-0.5362,-1.5845
GOOGL,hml,2006,-0.7829,-1.2345
GOOGL,rmw,2006,-0.1284,-0.2158
GOOGL,cma,2006,-1.8344,-2.7142
GOOGL,mom,2006,0.6219,1.8875
GOOGL,alpha,2006,0.001,0.8135
GOOGL,total_return,2006,0.1091,1.0
AMZN,mkt-rf,2006,2.0129,6.7726
AMZN,smb,2006,0.3733,0.9728
AMZN,hml,2006,-0.3515,-0.4888
AMZN,rmw,2006,-0.9611,-1.4245
AMZN,cma,2006,-0.5482,-0.7153
AMZN,mom,2006,-1.2133,-3.2474
AMZN,alpha,2006,-0.0012,-0.8686
AMZN,total_return,2006,-0.1633,1.0
NVDA,mkt-rf,2006,1.9799,6.2947
NVDA,smb,2006,0.2785,0.6857
NVDA,hml,2006,-1.39,-1.8265
NVDA,rmw,2006,-2.6754,-3.747
NVDA,cma,2006,-1.3333,-1.6438
NVDA,mom,2006,0.897,2.2685
NVDA,alpha,2006,0.0037,2.4705
NVDA,total_return,2006,1.0241,1.0
BRK-B,mkt-rf,2006,0.545,5.9589
BRK-B,smb,2006,-0.043,-0.3642
BRK-B,hml,2006,0.854,3.8592
BRK-B,rmw,2006,-0.4913,-2.3663
BRK-B,cma,2006,-0.5817,-2.4665
BRK-B,mom,2006,-0.5302,-4.6109
BRK-B,alpha,2006,0.0003,0.672
BRK-B,total_return,2006,0.2497,1.0
LLY,mkt-rf,2006,1.0699,10.2278
LLY,smb,2006,-0.2673,-1.9792
LLY,hml,2006,-0.4197,-1.6583
LLY,rmw,2006,-0.0075,-0.0317
LLY,cma,2006,0.2221,0.8233
LLY,mom,2006,-0.2906,-2.2098
LLY,alpha,2006,-0.0007,-1.4366
LLY,total_return,2006,-0.0513,1.0
TSM,mkt-rf,2006,1.4573,7.6487
TSM,smb,2006,0.6464,2.6279
TSM,hml,2006,-0.6826,-1.4808
TSM,rmw,2006,-0.3652,-0.8445
TSM,cma,2006,0.07,0.1425
TSM,mom,2006,0.2007,0.8379
TSM,alpha,2006,0.0004,0.4058
TSM,total_return,2006,0.1862,1.0
NVO,mkt-rf,2006,0.6379,3.6165
NVO,smb,2006,-0.0841,-0.3694
NVO,hml,2006,0.4046,0.9482
NVO,rmw,2006,0.1968,0.4914
NVO,cma,2006,0.8218,1.807
NVO,mom,2006,0.3999,1.8033
NVO,alpha,2006,0.001,1.1958
NVO,total_return,2006,0.536,1.0
JPM,mkt-rf,2006,1.5403,15.8257
JPM,smb,2006,-0.3,-2.3876
JPM,hml,2006,0.8696,3.6927
JPM,rmw,2006,0.0393,0.1779
JPM,cma,2006,-0.0481,-0.1918
JPM,mom,2006,-0.2331,-1.9048
JPM,alpha,2006,-0.0002,-0.4522
JPM,total_return,2006,0.2556,1.0
UNH,mkt-rf,2006,0.6033,2.7069
UNH,smb,2006,-0.1683,-0.585
UNH,hml,2006,-0.4579,-0.8491
UNH,rmw,2006,-1.3365,-2.6417
UNH,cma,2006,-0.867,-1.5085
UNH,mom,2006,-0.194,-0.6925
UNH,alpha,2006,-0.0003,-0.2647
UNH,total_return,2006,-0.1349,1.0
WMT,mkt-rf,2006,0.9854,7.9159
WMT,smb,2006,-0.1213,-0.7544
WMT,hml,2006,-0.6013,-1.9966
WMT,rmw,2006,0.4057,1.4357
WMT,cma,2006,0.7328,2.2828
WMT,mom,2006,-0.3485,-2.2269
WMT,alpha,2006,-0.0006,-1.0344
WMT,total_return,2006,0.0013,1.0
XOM,mkt-rf,2006,0.9228,7.9842
XOM,smb,2006,-0.4353,-2.9175
XOM,hml,2006,0.445,1.5913
XOM,rmw,2006,1.5559,5.9306
XOM,cma,2006,-1.2417,-4.1664
XOM,mom,2006,0.5098,3.5088
XOM,alpha,2006,0.001,1.7343
XOM,total_return,2006,0.391,1.0
JNJ,mkt-rf,2006,0.7836,9.2129
JNJ,smb,2006,-0.5821,-5.301
JNJ,hml,2006,-0.3711,-1.8035
JNJ,rmw,2006,0.4157,2.153
JNJ,cma,2006,0.6542,2.9827
JNJ,mom,2006,-0.2863,-2.6775
JNJ,alpha,2006,-0.0001,-0.3084
JNJ,total_return,2006,0.1239,1.0
PG,mkt-rf,2006,0.79,7.6061
PG,smb,2006,-0.2716,-2.0251
PG,hml,2006,-0.1336,-0.5316
PG,rmw,2006,0.0772,0.3274
PG,cma,2006,0.1258,0.4699
PG,mom,2006,-0.2845,-2.1789
PG,alpha,2006,-0.0,-0.0043
PG,total_return,2006,0.134,1.0
ASML,mkt-rf,2006,1.1147,6.1287
ASML,smb,2006,0.9502,4.0464
ASML,hml,2006,-0.4071,-0.9251
ASML,rmw,2006,-0.7849,-1.901
ASML,cma,2006,0.1596,0.3403
ASML,mom,2006,0.1331,0.582
ASML,alpha,2006,0.0005,0.5688
ASML,total_return,2006,0.2262,1.0
HD,mkt-rf,2006,1.2494,8.5384
HD,smb,2006,-0.0949,-0.5021
HD,hml,2006,-0.4585,-1.2952
HD,rmw,2006,0.4067,1.2243
HD,cma,2006,0.4352,1.1535
HD,mom,2006,-0.4499,-2.4454
HD,alpha,2006,-0.0007,-0.9399
HD,total_return,2006,0.0094,1.0
MRK,mkt-rf,2006,1.0662,7.2836
MRK,smb,2006,-0.4684,-2.4783
MRK,hml,2006,-0.294,-0.8301
MRK,rmw,2006,0.5057,1.5217
MRK,cma,2006,0.951,2.5194
MRK,mom,2006,-0.0384,-0.2088
MRK,alpha,2006,0.0007,0.9454
MRK,total_return,2006,0.4259,1.0
ORCL,mkt-rf,2006,1.1001,5.6017
