ticker,factor,year,coefficient,t-value
MSFT,mkt-rf,2014,0.9921,10.1633
MSFT,smb,2014,-0.332,-2.3184
MSFT,hml,2014,0.0863,0.3723
MSFT,rmw,2014,0.7594,2.9127
MSFT,cma,2014,-1.158,-2.6925
MSFT,mom,2014,-0.0385,-0.2484
MSFT,alpha,2014,0.0004,0.6813
MSFT,total_return,2014,0.2753,1.0
AAPL,mkt-rf,2014,0.9548,8.0237
AAPL,smb,2014,-0.2055,-1.1771
AAPL,hml,2014,-0.2112,-0.7471
AAPL,rmw,2014,0.9469,2.979
AAPL,cma,2014,-1.6836,-3.2112
AAPL,mom,2014,-0.5771,-3.0539
AAPL,alpha,2014,0.0009,1.1963
AAPL,total_return,2014,0.4061,1.0
GOOGL,mkt-rf,2014,1.0582,11.3361
GOOGL,smb,2014,-0.0308,-0.2248
GOOGL,hml,2014,-0.0385,-0.1738
GOOGL,rmw,2014,0.1266,0.5077
GOOGL,cma,2014,-1.3444,-3.2688
GOOGL,mom,2014,0.1987,1.3404
GOOGL,alpha,2014,-0.0007,-1.2687
GOOGL,total_return,2014,-0.0546,1.0
AMZN,mkt-rf,2014,1.1529,6.8295
AMZN,smb,2014,0.1015,0.4096
AMZN,hml,2014,-0.0314,-0.0782
AMZN,rmw,2014,-0.1378,-0.3055
AMZN,cma,2014,-2.2323,-3.0013
AMZN,mom,2014,-0.0476,-0.1774
AMZN,alpha,2014,-0.0014,-1.3436
AMZN,total_return,2014,-0.2224,1.0
NVDA,mkt-rf,2014,1.1797,8.8505
NVDA,smb,2014,0.2841,1.4529
NVDA,hml,2014,0.0996,0.3147
NVDA,rmw,2014,0.1907,0.5355
NVDA,cma,2014,-0.4382,-0.7461
NVDA,mom,2014,-0.0698,-0.3297
NVDA,alpha,2014,0.0006,0.7235
NVDA,total_return,2014,0.2744,1.0
META,mkt-rf,2014,0.8967,5.7365
META,smb,2014,-0.5634,-2.4562
META,hml,2014,-0.0482,-0.1298
META,rmw,2014,-2.0838,-4.9906
META,cma,2014,-2.5751,-3.7389
META,mom,2014,0.8029,3.2345
META,alpha,2014,0.0009,0.9632
META,total_return,2014,0.4278,1.0
BRK-B,mkt-rf,2014,0.9132,16.4541
BRK-B,smb,2014,-0.236,-2.8985
BRK-B,hml,2014,0.2013,1.5271
BRK-B,rmw,2014,-0.1469,-0.9911
BRK-B,cma,2014,0.2996,1.2252
BRK-B,mom,2014,0.0306,0.3471
BRK-B,alpha,2014,0.0005,1.4954
BRK-B,total_return,2014,0.2668,1.0
LLY,mkt-rf,2014,0.6814,7.3012
LLY,smb,2014,-0.4759,-3.475
LLY,hml,2014,-0.7003,-3.1583
LLY,rmw,2014,-0.272,-1.0909
LLY,cma,2014,0.6071,1.4764
LLY,mom,2014,0.2287,1.5432
LLY,alpha,2014,0.0009,1.576
LLY,total_return,2014,0.3979,1.0
TSLA,mkt-rf,2014,1.2347,5.0464
TSLA,smb,2014,0.592,1.649
TSLA,hml,2014,-0.6207,-1.0679
TSLA,rmw,2014,-0.5397,-0.8257
TSLA,cma,2014,-3.7618,-3.4895
TSLA,mom,2014,-0.0003,-0.0007
TSLA,alpha,2014,0.0014,0.9047
TSLA,total_return,2014,0.4783,1.0
AVGO,mkt-rf,2014,1.3568,8.4919
AVGO,smb,2014,0.355,1.5145
AVGO,hml,2014,0.9006,2.3727
AVGO,rmw,2014,0.1832,0.4292
AVGO,cma,2014,-1.4365,-2.0407
AVGO,mom,2014,0.5902,2.3259
AVGO,alpha,2014,0.0022,2.2133
AVGO,total_return,2014,0.9324,1.0
V,mkt-rf,2014,1.1267,10.9262
V,smb,2014,-0.1007,-0.6656
V,hml,2014,-0.5533,-2.2584
V,rmw,2014,-0.5192,-1.8848
V,cma,2014,1.4964,3.2936
V,mom,2014,0.1721,1.0508
V,alpha,2014,0.0003,0.3913
V,total_return,2014,0.1867,1.0
TSM,mkt-rf,2014,0.8961,6.9036
TSM,smb,2014,-0.009,-0.0471
TSM,hml,2014,-0.1451,-0.4704
TSM,rmw,2014,0.475,1.3699
TSM,cma,2014,-1.08,-1.8884
TSM,mom,2014,-0.4259,-2.066
TSM,alpha,2014,0.0007,0.9044
TSM,total_return,2014,0.3119,1.0
NVO,mkt-rf,2014,0.5144,4.1017
NVO,smb,2014,-0.2437,-1.3243
NVO,hml,2014,-1.0182,-3.4173
NVO,rmw,2014,-0.6419,-1.9162
NVO,cma,2014,1.0251,1.8552
NVO,mom,2014,0.2423,1.2165
NVO,alpha,2014,0.0005,0.5806
NVO,total_return,2014,0.1891,1.0
JPM,mkt-rf,2014,1.0956,16.4774
JPM,smb,2014,-0.3177,-3.2568
JPM,hml,2014,0.9343,5.9144
JPM,rmw,2014,-1.0053,-5.66
JPM,cma,2014,0.319,1.0889
JPM,mom,2014,0.0123,0.1163
JPM,alpha,2014,-0.0,-0.1209
JPM,total_return,2014,0.0995,1.0
UNH,mkt-rf,2014,0.9939,10.3617
UNH,smb,2014,-0.1737,-1.2345
UNH,hml,2014,0.4461,1.9579
UNH,rmw,2014,0.1997,0.7794
