ticker,factor,year,coefficient,t-value
MSFT,mkt-rf,2009,1.1903,10.0553
MSFT,smb,2009,-0.2379,-1.3937
MSFT,hml,2009,-0.5046,-3.1582
MSFT,rmw,2009,-0.1999,-0.6368
MSFT,cma,2009,0.4388,1.1495
MSFT,mom,2009,-0.0288,-0.2822
MSFT,alpha,2009,0.0008,0.7214
MSFT,total_return,2009,0.6059,1.0
AAPL,mkt-rf,2009,1.0042,10.0342
AAPL,smb,2009,-0.0224,-0.1553
AAPL,hml,2009,-0.1266,-0.937
AAPL,rmw,2009,-0.2242,-0.8447
AAPL,cma,2009,-1.1774,-3.6479
AAPL,mom,2009,0.0997,1.1549
AAPL,alpha,2009,0.0029,3.0595
AAPL,total_return,2009,1.4677,1.0
GOOGL,mkt-rf,2009,0.8557,10.8946
GOOGL,smb,2009,0.0449,0.3962
GOOGL,hml,2009,-0.0338,-0.3186
GOOGL,rmw,2009,-0.2937,-1.4097
GOOGL,cma,2009,-1.0676,-4.2146
GOOGL,mom,2009,0.0377,0.5564
GOOGL,alpha,2009,0.0021,2.7512
GOOGL,total_return,2009,1.0166,1.0
AMZN,mkt-rf,2009,1.1666,6.046
AMZN,smb,2009,0.3152,1.1326
AMZN,hml,2009,-0.5957,-2.2874
AMZN,rmw,2009,-0.0211,-0.0412
AMZN,cma,2009,-2.1899,-3.5193
AMZN,mom,2009,0.0325,0.1951
AMZN,alpha,2009,0.0029,1.5915
AMZN,total_return,2009,1.6221,1.0
NVDA,mkt-rf,2009,1.5051,8.1192
NVDA,smb,2009,0.6545,2.448
NVDA,hml,2009,-1.0269,-4.1037
NVDA,rmw,2009,-1.1102,-2.2578
NVDA,cma,2009,0.324,0.5419
NVDA,mom,2009,-0.2671,-1.6705
NVDA,alpha,2009,0.0014,0.817
NVDA,total_return,2009,1.3143,1.0
BRK-B,mkt-rf,2009,0.7088,6.7248
BRK-B,smb,2009,-0.1921,-1.2637
BRK-B,hml,2009,-0.177,-1.2445
BRK-B,rmw,2009,-1.5386,-5.5038
BRK-B,cma,2009,0.2457,0.7229
BRK-B,mom,2009,-0.1713,-1.8842
