ticker,factor,year,coefficient,t-value
MSFT,mkt-rf,2021,1.042,16.8482
MSFT,smb,2021,-0.2651,-3.5658
MSFT,hml,2021,-0.5812,-9.2948
MSFT,rmw,2021,0.446,4.9859
MSFT,cma,2021,0.3125,2.5954
MSFT,mom,2021,0.1106,2.0552
MSFT,alpha,2021,0.0009,1.8947
MSFT,total_return,2021,0.5252,1.0
AAPL,mkt-rf,2021,1.2271,18.164
AAPL,smb,2021,-0.3283,-4.0418
AAPL,hml,2021,-0.9333,-13.6624
AAPL,rmw,2021,0.3633,3.7173
AAPL,cma,2021,1.5945,12.1215
AAPL,mom,2021,0.1552,2.6395
AAPL,alpha,2021,0.0001,0.1894
AAPL,total_return,2021,0.347,1.0
GOOGL,mkt-rf,2021,1.1887,12.8731
GOOGL,smb,2021,-0.3407,-3.0687
GOOGL,hml,2021,-0.1703,-1.8236
GOOGL,rmw,2021,0.1729,1.2947
GOOGL,cma,2021,-0.2197,-1.2223
GOOGL,mom,2021,0.0699,0.8694
GOOGL,alpha,2021,0.0012,1.7485
GOOGL,total_return,2021,0.6532,1.0
AMZN,mkt-rf,2021,0.9368,9.7854
AMZN,smb,2021,-0.2461,-2.1381
AMZN,hml,2021,-0.4611,-4.7633
AMZN,rmw,2021,0.1167,0.8426
AMZN,cma,2021,-0.0665,-0.3565
AMZN,mom,2021,0.0254,0.3046
AMZN,alpha,2021,-0.0003,-0.4213
AMZN,total_return,2021,0.0239,1.0
NVDA,mkt-rf,2021,1.4938,8.729
NVDA,smb,2021,-0.3951,-1.9204
NVDA,hml,2021,-0.6554,-3.7879
NVDA,rmw,2021,-0.1715,-0.6928
NVDA,cma,2021,-0.2761,-0.8288
NVDA,mom,2021,0.4759,3.195
NVDA,alpha,2021,0.0033,2.6335
NVDA,total_return,2021,1.2556,1.0
META,mkt-rf,2021,1.1738,9.1652
META,smb,2021,-0.118,-0.7665
META,hml,2021,-0.4503,-3.4772
META,rmw,2021,0.274,1.4792
META,cma,2021,-0.0478,-0.1917
META,mom,2021,0.0199,0.1785
META,alpha,2021,0.0001,0.1415
META,total_return,2021,0.2312,1.0
BRK-B,mkt-rf,2021,0.8865,18.8681
BRK-B,smb,2021,-0.2555,-4.5235
BRK-B,hml,2021,0.6159,12.9657
BRK-B,rmw,2021,0.0027,0.0397
BRK-B,cma,2021,-0.1623,-1.7738
BRK-B,mom,2021,-0.0587,-1.4355
BRK-B,alpha,2021,-0.0002,-0.542
BRK-B,total_return,2021,0.2899,1.0
LLY,mkt-rf,2021,0.6884,4.0234
LLY,smb,2021,0.0584,0.2837
LLY,hml,2021,-0.3251,-1.879
LLY,rmw,2021,0.3187,1.2876
LLY,cma,2021,0.3858,1.1579
LLY,mom,2021,-0.2792,-1.8747
LLY,alpha,2021,0.0014,1.0899
LLY,total_return,2021,0.6614,1.0
TSLA,mkt-rf,2021,0.805,3.5965
TSLA,smb,2021,0.3232,1.2011
TSLA,hml,2021,-0.7022,-3.1024
TSLA,rmw,2021,-0.1906,-0.5885
TSLA,cma,2021,-0.3277,-0.7519
TSLA,mom,2021,1.1857,6.0852
TSLA,alpha,2021,0.0027,1.6772
TSLA,total_return,2021,0.4971,1.0
AVGO,mkt-rf,2021,1.2173,12.2942
AVGO,smb,2021,-0.1188,-0.998
AVGO,hml,2021,-0.5339,-5.3327
AVGO,rmw,2021,0.1816,1.2676
AVGO,cma,2021,0.3991,2.0704
AVGO,mom,2021,0.3291,3.8183
AVGO,alpha,2021,0.0011,1.527
AVGO,total_return,2021,0.5654,1.0
V,mkt-rf,2021,1.2668,11.9142
V,smb,2021,-0.4527,-3.5415
V,hml,2021,0.2961,2.7541
V,rmw,2021,-0.1399,-0.9095
V,cma,2021,-0.0419,-0.2025
V,mom,2021,-0.2589,-2.7974
V,alpha,2021,-0.0012,-1.5348
V,total_return,2021,-0.0025,1.0
TSM,mkt-rf,2021,1.093,7.7414
TSM,smb,2021,0.213,1.2549
TSM,hml,2021,-0.3439,-2.4092
TSM,rmw,2021,-0.0912,-0.4464
TSM,cma,2021,-0.0041,-0.0151
TSM,mom,2021,0.2086,1.6973
