year,ticker,weight,alpha,beta
2021,AMZN,5.788062341020288e-05,-0.0003,0.9368
2021,TSM,0.0002463859967027,0.0001,1.093
2021,PG,6.497761135870665e-05,-0.0002,0.6307
2021,COST,0.0003064091070408,0.0008,0.7103
2021,TMO,0.0001944976414189,0.0014,0.545
2021,DHR,0.0003046348600536,0.0015,0.5516
2021,CAT,9.53406682893336e-05,-0.0006,1.0344
2021,NKE,0.0001922882017745,0.0,0.9364
2021,UNP,0.0001098024550523,-0.0004,1.0701
2021,RY,0.0003197661739816,0.0003,0.8228
2021,HON,4.90093884745731e-05,-0.0014,1.0507
2021,UPS,0.0001763534552486,0.0,0.8676
2021,SONY,0.0004189900998277,0.0003,1.0794
2021,NEE,0.0001373869742483,0.0003,0.8383
2021,SCHW,0.0001780607495192,0.0006,1.2916
2021,DE,0.0001024376562378,-0.0001,1.105
2021,PGR,0.0011443893066962,-0.0006,0.7653
2021,TD,0.0001122127528461,0.0004,0.8683
2021,CB,9.129002894136672e-05,-0.0007,1.1375
2021,INFY,0.0002018624402333,0.001,0.9463
2021,CNI,4.562827629155957e-05,-0.0004,0.9171
2021,CP,8.375784833564357e-05,-0.0009,1.1168
2021,ITW,5.222311886634832e-05,-0.0006,0.9244
2021,DUK,9.0185309119194e-05,-0.0001,0.4749
2021,CL,0.000245348229597,-0.0007,0.535
2021,TGT,0.0005302655146429,0.0001,0.9363
2021,BMO,1.9583669574880616e-05,0.0005,0.9455
2021,TT,0.0011183781763378,-0.0002,1.1786
2021,MNST,8.971664010372687e-05,-0.0007,0.9812
2021,ROP,4.961196292303112e-05,-0.0006,0.9154
2021,PCAR,0.0004436956522144,-0.0012,0.9279
2021,AJG,0.0003259927766157,0.0002,0.9562
2021,F,0.0001407680864314,0.0025,0.9784
2021,PSA,0.000606792469597,0.0014,0.5041
2021,CPRT,0.0001936272561044,-0.0001,1.1655
2021,TRV,4.646518524775105e-05,-0.0011,1.0772
2021,ODFL,0.0003055721980846,0.0013,1.0595
2021,IDXX,0.000163699391831,0.0008,1.0107
2021,GWW,4.606346894877911e-05,-0.0005,1.011
2021,CCI,2.785233006205255e-05,0.0008,0.5747
2021,STZ,3.364374003889757e-05,-0.0003,0.8631
2021,CM,0.0004113574901472,0.0007,0.6427
2021,FAST,8.623509884597034e-05,-0.0001,0.9566
2021,HSY,0.0004722175094414,0.0001,0.6041
2021,A,7.59913332221867e-06,0.0007,0.9026
2021,NEM,0.0017631328361877,-0.0002,0.5261
2021,JCI,0.0004367995224154,0.0008,1.1181
2021,YUM,6.219907362415089e-05,0.0001,0.733
2021,GIS,0.0008896007440732,-0.0002,0.4343
2021,CMI,0.0008950239141094,-0.0016,1.073
2021,CSGP,5.891839051587973e-06,-0.0011,0.9869
2021,PPG,0.0001801697600889,-0.0008,1.0771
2021,MLM,0.0004019841098378,0.0005,1.05
2021,XEL,3.749352123737837e-05,-0.0007,0.6102
2021,KR,0.000900781847728,0.0006,0.3748
2021,VMC,0.0009680358514475,0.0001,1.0469
2021,ROK,0.0001630968173825,0.0001,1.0334
2021,WST,0.0004609694530702,0.0018,0.6662
2021,PWR,0.0008904711293877,0.0006,1.297
2021,EFX,0.0002617516451384,0.0006,0.9773
2021,TTWO,0.0005629384402926,-0.0003,0.538
2021,ADM,0.0001471620708567,0.0001,0.8753
2021,BF-A,0.0001422745225525,-0.001,0.6567
2021,MTD,1.98849567991096e-05,0.0009,0.9881
2021,GOLD,0.0008097931060108,-0.0008,0.5619
2021,DB,0.0001506436121144,-0.0006,1.2317
2021,TSCO,0.0007348730162526,0.0011,0.7943
2021,CHD,0.0002156546998314,-0.0001,0.3705
2021,RYAAY,6.866001076594916e-05,-0.0011,0.9047
2021,SBAC,0.0001379225959803,0.001,0.5623
2021,AEM,0.000357259695219,-0.0015,0.6354
2021,HEI-A,0.0003229129516569,-0.0006,1.1577
2021,FCNCA,0.0003257919184662,0.0001,1.1863
