year,ticker,weight,alpha,beta
2015,BRK-B,7.974841878542098e-05,-0.0005,1.0224
2015,LLY,0.0014399535229142,0.0008,0.9755
2015,TSM,0.0001989846689655,0.0003,0.8646
2015,NVO,0.0010042736923791,0.0012,0.857
2015,PG,0.0002898607740931,-0.0004,0.7954
2015,ASML,0.0002230173804406,-0.0004,1.1015
2015,HD,0.0002364633347707,0.0009,1.1113
2015,COST,0.00033661251185,0.0006,0.8096
2015,BAC,0.0001088040442343,-0.0001,1.2111
2015,PEP,0.0002390134295574,0.0004,0.8397
2015,NVS,0.0004203792618146,-0.0001,0.7745
2015,AZN,0.0001356959528945,0.0001,0.9836
2015,CSCO,0.0002074077093217,0.0,1.1113
2015,ABT,3.786504380315536e-05,0.0,1.1643
2015,WFC,2.8978349849353463e-05,0.0001,1.1056
2015,AMGN,4.3815264972222576e-05,-0.0001,1.3738
2015,NKE,6.908438604085884e-05,0.0009,1.021
2015,SYK,0.0003254848255079,-0.0001,1.0006
2015,LOW,0.0005131099813325,0.0005,1.0958
2015,PLD,0.0002696918425979,0.0003,0.9833
2015,NEE,0.0008654867155006,0.0001,0.7385
2015,LMT,0.0005800306505846,0.0005,0.8788
2015,CVS,0.0002958109952622,-0.0,0.9526
2015,CI,4.590170616137605e-05,0.0013,0.7435
2015,MMC,4.1728823783069175e-05,-0.0,1.045
2015,GILD,0.000311420666381,-0.0,1.1046
2015,AMT,0.0004286477509716,0.0002,0.9104
2015,CDNS,0.000239090705157,0.0004,0.9677
2015,RELX,0.0002152125448811,0.0003,0.8204
2015,WM,0.0001268865345403,0.0003,0.6963
2015,DUK,0.0024488637512693,-0.0003,0.677
2015,SO,0.0023654061037032,0.0001,0.6129
2015,ENB,0.0004599443688089,-0.0008,0.9603
2015,MO,0.0006245413959532,0.0008,0.8471
2015,BDX,0.0008698141490781,0.0003,0.8761
2015,MCK,0.0001958936449816,-0.0003,0.8649
2015,BN,0.0008387493580396,0.0,1.0691
2015,PNC,4.1728823783069695e-06,0.0004,1.134
2015,EPD,0.0001002264526789,-0.0005,0.9535
2015,RSG,0.001029310986649,0.0004,0.7591
2015,PSA,0.0015091924601543,0.0012,0.7828
2015,AZO,0.0006058407008504,0.0005,0.7662
2015,TRV,0.0004446438000884,0.0004,0.9606
2015,ROST,0.0003288849518902,0.0004,1.1334
2015,WELL,0.0064253115553974,-0.0002,0.6657
2015,ODFL,5.950221169067295e-05,-0.001,0.961
2015,COR,0.0009558991670306,0.0003,0.5886
2015,IDXX,0.0013680872152878,-0.0005,0.8067
2015,SPG,0.0016251058595517,0.0003,0.8158
2015,HUM,0.0001904070774101,0.0008,0.7145
2015,O,0.0036270075427446,0.0005,0.6609
2015,SRE,0.0005044551141775,-0.0003,0.7478
2015,BK,7.495733161032788e-05,0.0004,1.223
2015,ALL,0.0007441640241313,-0.0002,0.9252
2015,KMB,0.0001936526525932,0.0006,0.9263
2015,AEP,0.0019538362602428,0.0001,0.7264
2015,D,0.0004182155450258,-0.0002,0.6593
2015,IT,0.0001332231337074,0.0002,0.8633
2015,PCG,0.0031769544506843,0.0002,0.6833
2015,EXC,0.0016561706505902,-0.0006,0.8013
2015,XEL,0.0022524291770905,0.0002,0.6981
2015,KR,0.0025066658997688,0.0009,0.86
2015,ED,0.0014209437254131,0.0001,0.6435
2015,WST,1.2982300732510424e-05,0.0003,0.9274
2015,DLTR,0.0006574608013821,0.0002,0.9378
2015,EFX,9.77536334918193e-05,0.0012,0.997
2015,PEG,0.0013037939164221,-0.0,0.7559
2015,ADM,5.656573890593812e-05,-0.0008,1.0375
2015,RMD,0.0003472765445946,0.0001,0.7469
2015,BF-A,0.00022889032601,0.001,0.8211
2015,GIB,4.628808415936738e-05,0.0001,0.8802
2015,TLK,0.0008693504954806,0.0004,0.9041
2015,EIX,0.0031505261956217,-0.0002,0.65
2015,CHD,0.0007086945239157,0.0005,0.8323
2015,WEC,0.002671108375714,0.0001,0.7566
2015,AVB,0.0048297249748922,0.0005,0.7989
2015,RYAAY,0.0053204250323413,0.0007,0.6012
2015,WY,0.0003740139020556,-0.0003,0.9683
2015,SBAC,0.0005603253726871,0.0,0.8767
2015,NVR,0.0013183217291465,0.0009,0.6596
2015,AEM,0.0009222070056058,0.0018,0.3951
2015,HEI-A,0.0001786611862712,0.0005,0.9834
2015,FCNCA,0.0005376063464052,0.0003,1.0412
2015,STE,0.0015495303231446,0.0008,0.9748
2015,EQR,0.0038915991957691,0.0006,0.883
2015,ICLR,0.0020238479534788,0.0016,0.8838
2015,DTE,0.0017017632543532,-0.0,0.7328
2015,DECK,0.0001736382722973,-0.0018,1.4199
2015,ETR,0.0038266876921066,-0.0006,0.7138
2015,WRB,0.0005359835588136,0.0004,0.8674
2015,ARE,0.0057659961396249,0.0002,0.773
2015,FE,0.0012163179376768,-0.0004,0.767
2015,IRM,0.0006655747393399,-0.001,0.9651
2015,CHKP,0.0002726283153827,-0.0001,0.7071
2015,WBA,0.0004975003102137,0.0003,1.0758
2015,CLX,0.0005896128249348,0.0009,0.7802
