ticker,factor,year,coefficient,t-value
MSFT,mkt-rf,2013,1.1423,7.4078
MSFT,smb,2013,-0.3786,-1.5432
MSFT,hml,2013,0.4618,1.2552
MSFT,rmw,2013,1.1785,2.3624
MSFT,cma,2013,-2.1114,-4.2181
MSFT,mom,2013,-0.1461,-0.5494
MSFT,alpha,2013,0.0006,0.6252
MSFT,total_return,2013,0.4434,1.0
AAPL,mkt-rf,2013,0.8603,4.9299
AAPL,smb,2013,0.0372,0.134
AAPL,hml,2013,1.0693,2.5682
AAPL,rmw,2013,1.6164,2.8636
AAPL,cma,2013,-4.1068,-7.2503
AAPL,mom,2013,-0.2082,-0.6919
AAPL,alpha,2013,-0.0002,-0.1856
AAPL,total_return,2013,0.0803,1.0
GOOGL,mkt-rf,2013,0.8779,6.5877
GOOGL,smb,2013,-0.1676,-0.7905
GOOGL,hml,2013,0.3052,0.9598
GOOGL,rmw,2013,0.2188,0.5076
GOOGL,cma,2013,-1.3044,-3.0156
GOOGL,mom,2013,0.3213,1.3982
GOOGL,alpha,2013,0.0009,1.1498
GOOGL,total_return,2013,0.5844,1.0
AMZN,mkt-rf,2013,1.1509,7.4122
AMZN,smb,2013,-0.2866,-1.16
AMZN,hml,2013,-0.5563,-1.5016
AMZN,rmw,2013,-0.6348,-1.2638
AMZN,cma,2013,-1.4123,-2.802
AMZN,mom,2013,0.3116,1.1636
AMZN,alpha,2013,0.0006,0.677
AMZN,total_return,2013,0.5906,1.0
NVDA,mkt-rf,2013,0.8446,6.5801
NVDA,smb,2013,0.0308,0.1508
NVDA,hml,2013,0.4816,1.5725
NVDA,rmw,2013,-0.6708,-1.6155
NVDA,cma,2013,-1.1824,-2.8378
NVDA,mom,2013,-0.2045,-0.9242
NVDA,alpha,2013,0.0002,0.2438
NVDA,total_return,2013,0.3355,1.0
META,mkt-rf,2013,0.5838,1.998
META,smb,2013,0.3849,0.8281
META,hml,2013,-1.6835,-2.4147
META,rmw,2013,-3.3875,-3.584
META,cma,2013,-3.2019,-3.3759
META,mom,2013,-0.2699,-0.5357
META,alpha,2013,0.0023,1.3947
META,total_return,2013,1.0526,1.0
BRK-B,mkt-rf,2013,0.9785,19.1716
BRK-B,smb,2013,-0.293,-3.6083
BRK-B,hml,2013,0.1129,0.9269
BRK-B,rmw,2013,-0.9887,-5.9882
BRK-B,cma,2013,0.2301,1.3887
BRK-B,mom,2013,-0.0942,-1.0701
BRK-B,alpha,2013,-0.0001,-0.3623
BRK-B,total_return,2013,0.322,1.0
LLY,mkt-rf,2013,0.8864,9.3725
LLY,smb,2013,-0.3486,-2.3168
LLY,hml,2013,-0.7437,-3.2959
LLY,rmw,2013,-0.0007,-0.0024
LLY,cma,2013,1.4902,4.8544
LLY,mom,2013,0.0888,0.5443
LLY,alpha,2013,-0.0007,-1.2791
LLY,total_return,2013,0.073,1.0
TSLA,mkt-rf,2013,0.3729,0.8288
TSLA,smb,2013,0.5083,0.7102
TSLA,hml,2013,-2.0034,-1.8665
TSLA,rmw,2013,-3.2926,-2.2626
TSLA,cma,2013,-1.0784,-0.7385
TSLA,mom,2013,1.2969,1.6719
TSLA,alpha,2013,0.0057,2.1907
TSLA,total_return,2013,3.4413,1.0
AVGO,mkt-rf,2013,1.0886,5.9998
AVGO,smb,2013,0.8321,2.8826
AVGO,hml,2013,-0.3459,-0.7991
AVGO,rmw,2013,-0.5079,-0.8654
AVGO,cma,2013,-1.1622,-1.9733
AVGO,mom,2013,-0.2023,-0.6467
AVGO,alpha,2013,0.0008,0.8025
AVGO,total_return,2013,0.7086,1.0
V,mkt-rf,2013,0.9689,7.8934
V,smb,2013,0.0296,0.1517
V,hml,2013,-0.3072,-1.049
V,rmw,2013,-0.6701,-1.6877
V,cma,2013,-0.2899,-0.7276
V,mom,2013,0.0024,0.0111
V,alpha,2013,0.0004,0.5685
V,total_return,2013,0.4795,1.0
TSM,mkt-rf,2013,1.1158,7.304
TSM,smb,2013,-0.0666,-0.2742
TSM,hml,2013,-0.2563,-0.7031
TSM,rmw,2013,0.063,0.1275
TSM,cma,2013,-0.4735,-0.9548
TSM,mom,2013,-0.347,-1.3174
TSM,alpha,2013,-0.0009,-1.0356
TSM,total_return,2013,0.0452,1.0
NVO,mkt-rf,2013,0.7995,4.8973
NVO,smb,2013,-0.3335,-1.284
NVO,hml,2013,-0.5344,-1.3722
NVO,rmw,2013,-0.3598,-0.6813
NVO,cma,2013,0.3376,0.6371
NVO,mom,2013,-0.3747,-1.3311
NVO,alpha,2013,-0.0001,-0.0542
NVO,total_return,2013,0.1777,1.0
JPM,mkt-rf,2013,0.9939,12.3816
JPM,smb,2013,-0.4333,-3.3927
JPM,hml,2013,1.444,7.5394
JPM,rmw,2013,-0.3161,-1.2172
JPM,cma,2013,-0.2286,-0.8774
JPM,mom,2013,0.287,2.0734
JPM,alpha,2013,-0.0,-0.0395
JPM,total_return,2013,0.3666,1.0
UNH,mkt-rf,2013,0.782,5.9305
UNH,smb,2013,-0.3509,-1.6729
UNH,hml,2013,0.5067,1.6107
UNH,rmw,2013,0.2606,0.611
UNH,cma,2013,-0.2921,-0.6825
UNH,mom,2013,0.1958,0.8612
UNH,alpha,2013,0.0005,0.716
UNH,total_return,2013,0.4102,1.0
WMT,mkt-rf,2013,0.604,8.5119
WMT,smb,2013,-0.4214,-3.7326
WMT,hml,2013,-0.5756,-3.3997
WMT,rmw,2013,0.0794,0.3461
WMT,cma,2013,1.02,4.428
WMT,mom,2013,0.0453,0.3703
WMT,alpha,2013,0.0001,0.138
WMT,total_return,2013,0.1821,1.0
MA,mkt-rf,2013,1.0671,11.1531
MA,smb,2013,-0.031,-0.2037
MA,hml,2013,0.1912,0.8377
MA,rmw,2013,0.6307,2.0379
MA,cma,2013,-0.6228,-2.0054
MA,mom,2013,0.3078,1.8655
MA,alpha,2013,0.0009,1.6775
MA,total_return,2013,0.7076,1.0
XOM,mkt-rf,2013,0.9307,14.5497
XOM,smb,2013,-0.154,-1.5133
XOM,hml,2013,0.2945,1.9299
XOM,rmw,2013,0.6348,3.0678
XOM,cma,2013,0.4552,2.1923
XOM,mom,2013,-0.1724,-1.5627
XOM,alpha,2013,-0.0003,-0.6811
XOM,total_return,2013,0.2015,1.0
JNJ,mkt-rf,2013,0.8603,14.2553
JNJ,smb,2013,-0.3588,-3.7374
JNJ,hml,2013,-0.5644,-3.9198
JNJ,rmw,2013,0.2341,1.1992
JNJ,cma,2013,0.8945,4.5664
JNJ,mom,2013,0.0675,0.6484
JNJ,alpha,2013,0.0003,0.7673
JNJ,total_return,2013,0.3457,1.0
PG,mkt-rf,2013,0.9382,11.2185
PG,smb,2013,-0.5571,-4.1872
PG,hml,2013,-1.2128,-6.0782
PG,rmw,2013,-0.491,-1.8149
PG,cma,2013,1.9268,7.098
PG,mom,2013,-0.3894,-2.7005
PG,alpha,2013,-0.0001,-0.1667
PG,total_return,2013,0.2372,1.0
ASML,mkt-rf,2013,1.2052,8.7247
ASML,smb,2013,0.3363,1.5302
ASML,hml,2013,-0.2151,-0.6525
ASML,rmw,2013,0.0324,0.0726
ASML,cma,2013,0.1733,0.3865
ASML,mom,2013,-0.1554,-0.6526
ASML,alpha,2013,0.0001,0.1695
ASML,total_return,2013,0.4683,1.0
HD,mkt-rf,2013,0.9072,9.3146
HD,smb,2013,-0.2195,-1.4167
HD,hml,2013,-0.84,-3.6145
HD,rmw,2013,0.0564,0.179
HD,cma,2013,1.0413,3.2938
HD,mom,2013,0.1875,1.1165
HD,alpha,2013,0.0002,0.3614
HD,total_return,2013,0.3593,1.0
MRK,mkt-rf,2013,0.7053,7.1506
MRK,smb,2013,-0.0799,-0.5094
MRK,hml,2013,-0.7553,-3.2097
MRK,rmw,2013,0.0971,0.3042
MRK,cma,2013,1.5177,4.7405
MRK,mom,2013,0.0465,0.2731
MRK,alpha,2013,0.0001,0.2476
MRK,total_return,2013,0.2679,1.0
ORCL,mkt-rf,2013,1.247,8.9762
ORCL,smb,2013,-0.3991,-1.8058
ORCL,hml,2013,0.1497,0.4517
ORCL,rmw,2013,0.4505,1.0026
ORCL,cma,2013,-0.7421,-1.6457
ORCL,mom,2013,-0.3217,-1.343
ORCL,alpha,2013,-0.0006,-0.7094
ORCL,total_return,2013,0.1567,1.0
COST,mkt-rf,2013,0.8556,11.1177
COST,smb,2013,-0.2402,-1.9616
COST,hml,2013,-0.4652,-2.5337
COST,rmw,2013,0.0317,0.1272
COST,cma,2013,1.0164,4.0688
COST,mom,2013,-0.09,-0.6781
COST,alpha,2013,-0.0001,-0.3329
COST,total_return,2013,0.2184,1.0
CVX,mkt-rf,2013,0.961,15.38
CVX,smb,2013,-0.1555,-1.5645
CVX,hml,2013,0.3131,2.1003
CVX,rmw,2013,0.2196,1.0865
