year,ticker,weight,alpha,beta
2013,LLY,0.0001949993477042,-0.0007,0.8864
2013,NVO,0.0027245060601516,-0.0001,0.7995
2013,WMT,0.000261971736553,0.0001,0.604
2013,ORCL,0.0005728737313382,-0.0006,1.247
2013,COST,0.0002645698033618,-0.0001,0.8556
2013,TM,0.0014932388983523,-0.0003,1.2849
2013,NVS,0.0005429959630372,0.0004,0.6755
2013,CSCO,0.0006971479270254,-0.0004,1.0426
2013,ABT,0.0001314188794113,-0.0003,1.1275
2013,INTU,0.0001055103798458,0.0002,0.7146
2013,SPGI,3.05994535257542e-05,0.0004,0.9639
2013,AMAT,1.6021411987541194e-05,0.0004,1.223
2013,RY,7.98905543703069e-05,-0.0003,0.9147
2013,NEE,0.0002760445984339,0.0,0.952
2013,VRTX,0.0002015666832486,0.001,0.9265
2013,LMT,9.60563034027808e-05,0.0011,0.9441
2013,CI,9.093233830766636e-05,0.001,0.8396
2013,ADI,5.97555366021806e-05,-0.0005,1.2419
2013,GILD,0.0035660632006323,0.0013,1.3575
2013,AMT,0.0004024838497951,-0.0009,1.1119
2013,FI,0.0001028401445146,0.0004,1.0049
2013,SNPS,7.072515201707376e-05,0.0001,0.7259
2013,DEO,0.0001136654228845,-0.0004,0.9775
2013,ENB,0.0001200162528616,-0.0007,0.8162
2013,MCK,0.0014256891613237,0.0012,0.9002
2013,TGT,0.0001662762757625,-0.0003,0.6958
2013,BMO,0.0001809264858232,-0.0003,0.742
2013,SCCO,0.0002072679965235,-0.0026,1.6872
2013,ORLY,5.268302140047329e-05,0.0005,0.7771
2013,AON,7.11581631518722e-05,0.0005,1.1371
2013,HMC,0.0002335373387012,-0.001,1.3405
2013,ECL,0.0002208356787471,0.0003,1.057
2013,MSI,0.0006664763049772,-0.0001,0.8658
2013,CPRT,0.0003871119545097,-0.0003,1.0713
2013,ROST,8.082874516236993e-06,0.0002,1.0178
2013,ODFL,4.4600146884236206e-05,0.0003,1.109
2013,COR,0.0005419856037226,0.0012,0.6717
2013,SPG,0.000274817733552,-0.0011,1.0396
2013,CCI,0.0003429448187603,-0.0008,0.8201
2013,O,0.0003242531714415,-0.0012,1.045
2013,SRE,0.0011539746742377,0.0001,1.027
2013,CM,0.0004367638979666,-0.0003,0.7222
2013,ALL,0.0008761980312645,0.0002,0.8992
2013,LHX,0.001644071110307,0.0004,1.0145
2013,HSY,0.0002566312658905,0.0003,0.8937
2013,IT,0.0011887599020665,0.0004,1.056
2013,MLM,6.495167021976168e-05,-0.0012,1.2091
2013,ACGL,0.0007818737724009,0.0003,0.7103
2013,WST,0.0017082289267797,0.0013,0.797
2013,ANSS,0.0010795689275749,-0.0004,1.1981
2013,BF-A,0.000111572535733,-0.0002,0.985
2013,GIB,0.0007415315683422,0.001,0.6586
2013,TU,0.0013026418305185,-0.0002,0.6052
2013,TLK,0.0029502491984265,-0.0014,1.4939
2013,RCI,0.000851516396581,-0.0005,0.7577
2013,RYAAY,0.0004820857300755,0.0006,0.5037
2013,SBAC,0.003226077291293,0.0002,0.736
2013,AEM,0.005875744593647,-0.003,0.9155
2013,STE,0.0002100104003772,0.0001,1.0133
2013,ICLR,0.0022882473418422,0.0006,0.6888
2013,JBHT,0.0004022673442277,-0.0003,1.0596
2013,IFF,0.0001004585832732,-0.0003,1.1318
2013,VRSN,0.0003819158208921,0.0008,0.7981
2013,BAX,0.0011015803269271,-0.0006,0.9426
2013,WBA,0.0005802349206298,0.0008,0.9415
2013,COO,0.0013193849277307,0.0002,0.7066
2013,K,0.0003646675440227,-0.0004,0.8067
2013,BALL,0.0004610125215153,-0.0005,1.0237
2013,TYL,0.0019318070093806,0.0015,1.0809
2013,VTR,0.0001716889149475,-0.0014,1.0878
2013,NTAP,0.0007218295617089,0.0,0.8088
2013,MKC,0.0008435056905873,-0.0006,0.9482
2013,CINF,6.235360341097126e-05,0.0001,0.9607
2013,EG,0.0016959602779604,0.0006,0.644
2013,AVY,5.917818842244937e-06,0.0002,1.1225
