year,ticker,weight,alpha,beta
2022,LLY,0.0013887852902811,0.0016,0.6448
2022,NVO,0.0019842531540662,0.0017,0.5354
2022,UNH,0.0001416700572497,0.0007,0.7563
2022,HD,0.0005569098802232,-0.0001,0.8871
2022,COST,0.0007759576103675,0.0002,0.9492
2022,TM,0.0001941856819199,-0.0007,0.8026
2022,TMO,0.0020142620824492,0.0004,0.8926
2022,MCD,0.0001730747497435,0.0004,0.6197
2022,AZN,0.0011844803185576,0.0011,0.6363
2022,ABT,0.0011462712760234,-0.0004,0.8242
2022,DHR,0.0021178394108407,0.0005,0.9413
2022,NKE,2.04712069589178e-05,-0.0001,1.2098
2022,PFE,0.0050376034601943,-0.0002,0.6057
2022,RY,0.0002140171636614,-0.0001,0.7845
2022,LOW,0.0006141362087675,-0.0001,0.9189
2022,UPS,4.047715921422385e-05,0.0002,0.9311
2022,PLD,0.0009875031084159,-0.0007,0.9849
2022,NEE,0.0001959885438964,0.0003,0.7232
2022,TD,0.0002013680514069,-0.0003,0.87
2022,ADP,1.0468230831264936e-06,0.0006,0.9765
2022,REGN,0.0002619965549713,0.0011,0.5422
2022,CVS,0.0007639482233305,-0.0002,0.7806
2022,MMC,0.0002397806428739,0.0006,0.8977
2022,GILD,0.0008139049471308,0.0008,0.5626
2022,AMT,0.0006497281935938,-0.0006,0.7912
2022,GSK,0.0007239072404009,-0.0006,0.5361
2022,INFY,0.0001935168782835,-0.0003,0.7775
2022,DEO,0.0006806967098029,-0.0001,0.7079
2022,SHW,0.0004323379333312,-0.0008,0.7539
2022,RELX,0.0003831081700053,0.0002,0.7333
2022,WM,0.0001730747497435,0.0001,0.5922
2022,GD,5.396954561896511e-05,0.0008,0.8447
2022,ENB,0.0003179725114996,0.0002,0.8265
2022,MCK,5.199221312861511e-05,0.0017,0.6933
2022,TGT,4.100057075578707e-05,-0.0005,1.0584
2022,BMO,0.0001069504249927,-0.0002,0.9432
2022,ORLY,0.0002939246590067,0.0013,0.7055
2022,AON,0.0003224215096029,0.0009,0.8652
2022,EPD,5.9058268939718886e-05,0.0004,0.6616
2022,RSG,0.0001127951872068,0.0002,0.6698
2022,E,0.0002505396578949,0.0003,1.01
2022,AJG,4.414104000516645e-05,0.0013,0.936
2022,F,0.0002147150457168,-0.0012,1.5307
2022,PSA,0.0021926581828653,-0.0004,0.7973
2022,AZO,2.3262735180585875e-06,0.0012,0.7747
2022,COR,0.0001019780153479,0.0009,0.7621
2022,CCI,0.0011308306355473,-0.0011,0.7607
2022,O,7.47024583486646e-05,-0.0001,0.649
2022,WMB,0.0002058752063482,0.0008,0.9425
2022,CM,0.0008469961879252,-0.001,0.9227
2022,WCN,0.0003280045660462,0.0004,0.596
2022,HSY,0.0002341975864305,0.0007,0.5414
2022,TRP,0.0001105561489457,-0.0005,0.8406
2022,A,0.0002423977005817,0.0012,1.0258
2022,LNG,0.0007874726642818,0.0016,0.9177
2022,YUM,0.0001592334223111,0.0003,0.7168
2022,BCE,0.0006695305969163,-0.0007,0.6905
2022,BIIB,0.0005159093094675,0.0016,0.8778
2022,EXC,0.0002667944941023,0.0004,0.7619
2022,KR,0.0012864292554865,0.0,0.6302
2022,ED,0.0003521396537961,0.0004,0.6065
2022,WST,0.0018817808055957,-0.0012,0.989
2022,EFX,6.004693518489385e-05,-0.0001,0.9849
2022,ADM,7.647624190618447e-05,0.0014,0.9729
2022,RMD,0.0001278287298173,0.0004,0.8082
2022,HIG,9.77034877584714e-05,0.0007,1.0258
2022,MTD,5.4376643484625294e-05,0.0008,1.1066
2022,TSCO,0.0007414996838812,0.0005,0.9748
2022,TU,0.0005450458852811,-0.0007,0.7246
2022,TLK,0.0013473776216596,-0.0004,0.465
2022,AVB,0.0004396656949131,-0.0012,0.7396
2022,SBAC,0.0014217892958185,-0.0006,0.7805
2022,NVR,0.0001364359418341,0.0,0.9644
2022,STE,0.0001093348553487,-0.0003,0.9027
2022,EQR,0.0002049446969409,-0.0011,0.7801
2022,IX,8.802037423955139e-05,-0.0004,0.7376
