year,ticker,weight,alpha,beta
2019,LLY,0.000935370147198,-0.0002,0.9511
2019,PG,0.0004661886222059,0.0006,0.7959
2019,MRK,0.0018941553573693,0.0,1.0062
2019,KO,0.0005214692971956,0.0001,0.7613
2019,NVS,0.0007369582977923,0.0004,0.6254
2019,MCD,0.0002739386314775,-0.0001,0.6584
2019,AZN,0.0018419556117182,0.0006,0.6229
2019,DHR,1.2323717354387848e-05,0.0005,1.1032
2019,VZ,0.0011762107949237,0.0,0.5934
2019,PFE,0.0003660144054253,-0.0012,0.9486
2019,TTE,7.288598549594974e-05,-0.0004,0.6178
2019,MDT,0.0005875772381466,0.0002,0.8501
2019,NEE,0.0016909020475745,0.001,0.4535
2019,TJX,0.0011718094672972,0.0003,1.0087
2019,SBUX,0.0012828989765917,0.0004,0.9847
2019,PGR,0.0004151332217378,0.0001,1.0957
2019,MMC,0.0003897815746087,0.0005,1.1204
2019,AMT,0.0013742705381192,0.0011,0.3857
2019,FI,0.0005795668218663,0.0006,1.1371
2019,GSK,0.0020809477018408,0.0003,0.6313
2019,INFY,0.0018824478258827,-0.0001,0.477
2019,CDNS,8.943497737184182e-05,0.0003,1.5594
2019,WM,0.0001709475650158,0.0004,0.6831
2019,DUK,0.0012730400027082,-0.0,0.472
2019,BDX,6.337911782256486e-06,-0.0003,1.2252
2019,USB,3.0193107518249712e-05,0.0005,0.9932
2019,AON,0.0006888077735577,0.0005,1.1594
2019,ECL,0.0005338810411025,0.0002,1.0056
2019,RSG,0.0007835243440814,0.0004,0.6891
2019,MSI,0.0018807753213846,0.0005,0.9877
2019,EL,0.0001021108009363,0.0006,1.1337
2019,AJG,0.0011725136797174,0.0002,1.123
2019,AZO,0.001536415447882,0.0007,0.6918
2019,WELL,0.0023883364232803,0.0005,0.3591
2019,TFC,6.6900179923819055e-06,0.0006,1.1524
2019,SPG,0.0002518439667921,-0.0008,0.487
2019,GWW,0.0002048377877404,-0.0001,1.057
2019,AFL,0.000615305602194,-0.0001,0.9495
2019,HUM,0.0012693428875019,0.0004,0.762
2019,O,0.0018691558164504,0.0003,0.4733
2019,SRE,0.0005403069794373,0.001,0.5362
2019,KMB,0.0002000843539037,0.0002,0.8137
2019,AEP,0.0006591428253546,0.0007,0.4599
2019,WCN,0.0002190980892505,0.0002,0.7329
2019,SYY,0.0002623191265433,0.0008,0.6182
2019,YUM,0.0005772781315005,-0.0003,0.6488
2019,CSGP,0.000845583063616,0.0014,1.0739
2019,EXC,0.0025620128114246,-0.0003,0.5564
2019,XEL,0.0011862458219123,0.0007,0.5468
2019,CCEP,0.0024342862837016,-0.0001,0.7162
