ticker,factor,year,coefficient,t-value
MSFT,mkt-rf,2020,1.206,39.3746
MSFT,smb,2020,-0.3227,-4.2938
MSFT,hml,2020,-0.3391,-3.961
MSFT,rmw,2020,0.2994,2.3186
MSFT,cma,2020,-0.5977,-3.6963
MSFT,mom,2020,0.0493,0.8225
MSFT,alpha,2020,-0.0001,-0.131
MSFT,total_return,2020,0.4248,1.0
AAPL,mkt-rf,2020,1.2586,31.3117
AAPL,smb,2020,-0.1818,-1.8431
AAPL,hml,2020,-0.5537,-4.9283
AAPL,rmw,2020,0.7687,4.5353
AAPL,cma,2020,1.3269,6.2526
AAPL,mom,2020,0.1851,2.3528
AAPL,alpha,2020,0.0014,1.7144
AAPL,total_return,2020,0.8234,1.0
GOOGL,mkt-rf,2020,0.9789,28.2536
GOOGL,smb,2020,-0.1501,-1.7651
GOOGL,hml,2020,-0.4111,-4.2448
GOOGL,rmw,2020,0.6987,4.7827
GOOGL,cma,2020,-1.1124,-6.0812
GOOGL,mom,2020,-0.1926,-2.8402
GOOGL,alpha,2020,-0.0006,-0.8554
GOOGL,total_return,2020,0.3081,1.0
AMZN,mkt-rf,2020,0.7998,16.7789
AMZN,smb,2020,-0.3072,-2.6267
AMZN,hml,2020,-0.699,-5.2464
AMZN,rmw,2020,0.7129,3.5467
AMZN,cma,2020,-1.1523,-4.5789
AMZN,mom,2020,-0.1303,-1.3966
AMZN,alpha,2020,0.0004,0.471
AMZN,total_return,2020,0.7618,1.0
NVDA,mkt-rf,2020,1.4769,26.787
NVDA,smb,2020,0.2683,1.9836
NVDA,hml,2020,-0.6864,-4.4543
NVDA,rmw,2020,0.4547,1.9561
NVDA,cma,2020,-0.3495,-1.2008
NVDA,mom,2020,0.277,2.5678
NVDA,alpha,2020,0.0012,1.1382
NVDA,total_return,2020,1.2227,1.0
META,mkt-rf,2020,1.0222,19.0197
META,smb,2020,-0.2223,-1.6854
META,hml,2020,-0.4045,-2.6926
META,rmw,2020,1.0258,4.5265
META,cma,2020,-1.5199,-5.3566
META,mom,2020,-0.0471,-0.4479
META,alpha,2020,-0.0005,-0.4727
META,total_return,2020,0.331,1.0
BRK-B,mkt-rf,2020,0.8162,31.0357
BRK-B,smb,2020,-0.219,-3.3936
BRK-B,hml,2020,0.4723,6.4252
BRK-B,rmw,2020,-0.0915,-0.8248
BRK-B,cma,2020,0.297,2.1393
BRK-B,mom,2020,0.0019,0.0375
BRK-B,alpha,2020,0.0002,0.3961
BRK-B,total_return,2020,0.0242,1.0
LLY,mkt-rf,2020,0.8814,13.2447
LLY,smb,2020,-0.4809,-2.9452
LLY,hml,2020,-0.4991,-2.6834
LLY,rmw,2020,-0.4972,-1.772
LLY,cma,2020,1.3872,3.9482
LLY,mom,2020,-0.2225,-1.7085
LLY,alpha,2020,0.0003,0.2499
LLY,total_return,2020,0.3107,1.0
TSLA,mkt-rf,2020,1.3245,8.7596
TSLA,smb,2020,0.5703,1.5372
TSLA,hml,2020,-0.1344,-0.3181
TSLA,rmw,2020,-0.7914,-1.2413
TSLA,cma,2020,-2.1152,-2.6497
TSLA,mom,2020,0.2397,0.8099
TSLA,alpha,2020,0.0075,2.5062
TSLA,total_return,2020,7.4329,1.0
AVGO,mkt-rf,2020,1.2096,22.7912
AVGO,smb,2020,0.6235,4.7878
AVGO,hml,2020,0.0189,0.1273
AVGO,rmw,2020,0.282,1.26
AVGO,cma,2020,-0.518,-1.8488
AVGO,mom,2020,0.3094,2.9794
AVGO,alpha,2020,0.0005,0.4374
AVGO,total_return,2020,0.4475,1.0
V,mkt-rf,2020,1.0937,29.9189
V,smb,2020,-0.118,-1.3153
V,hml,2020,-0.0207,-0.2027
V,rmw,2020,0.2226,1.4444
V,cma,2020,-0.5591,-2.8973
V,mom,2020,-0.1674,-2.3406
V,alpha,2020,-0.0004,-0.586
V,total_return,2020,0.1708,1.0
TSM,mkt-rf,2020,0.9267,13.8262
TSM,smb,2020,0.2321,1.4115
TSM,hml,2020,-0.187,-0.9981
TSM,rmw,2020,0.6625,2.3444
TSM,cma,2020,0.2696,0.7619
TSM,mom,2020,0.2088,1.5917
TSM,alpha,2020,0.0019,1.4431
TSM,total_return,2020,0.9287,1.0
NVO,mkt-rf,2020,0.6302,13.1046
NVO,smb,2020,-0.0798,-0.6758
NVO,hml,2020,-0.137,-1.0195
NVO,rmw,2020,-0.2184,-1.0771
NVO,cma,2020,0.401,1.5792
NVO,mom,2020,0.1804,1.9169
NVO,alpha,2020,0.0003,0.3183
NVO,total_return,2020,0.2253,1.0
JPM,mkt-rf,2020,1.0354,28.9694
JPM,smb,2020,-0.4575,-5.2164
JPM,hml,2020,1.3783,13.7972
JPM,rmw,2020,-0.6389,-4.2391
JPM,cma,2020,-0.494,-2.6179
JPM,mom,2020,-0.0415,-0.5932
JPM,alpha,2020,0.0009,1.2293
