year,ticker,weight,alpha,beta
2008,BRK-B,0.0064911105705481,0.0011,0.4534
2008,NVO,0.0018166753065219,0.0014,0.7665
2008,MRK,0.0018537791804751,-0.0001,1.1249
2008,COST,0.0016425808832807,-0.0002,0.7603
2008,CVX,4.83112024494326e-05,0.0012,1.3627
2008,KO,0.0014610874470517,0.0003,0.7662
2008,PEP,0.0013014646227424,-0.0001,0.7085
2008,TMO,0.0006885434439189,0.0007,0.9388
2008,MCD,0.0036115888101386,0.0012,0.7196
2008,ABT,0.0003055357127883,0.0011,0.6347
2008,DHR,3.373079450298222e-05,-0.0004,0.8894
2008,VZ,0.0006267399236683,0.0008,0.9035
2008,NKE,0.0012580498259467,0.0005,0.9457
2008,TXN,0.0005281589565079,-0.0014,0.8857
2008,RY,4.276194270861938e-05,0.0004,0.8098
2008,RTX,0.0004361065302192,0.0002,1.0258
2008,SYK,0.0014458541850181,-0.0004,0.7809
2008,HON,0.0003892098449586,-0.0009,0.9602
2008,T,0.0002330689091141,0.0009,1.0094
2008,UL,0.0018279914440325,-0.0004,0.7676
2008,SONY,0.0005320760810309,-0.0002,1.0748
2008,NEE,0.0006576416837936,0.0017,1.2995
2008,PGR,0.0003171782773425,0.001,1.0692
2008,TD,0.0001909598204926,-0.0005,0.702
2008,LMT,0.0002804008304328,0.0007,0.8765
2008,CVS,0.0017583536747361,-0.0002,0.7043
2008,CI,0.0011588160046992,-0.0008,1.1086
2008,ITW,0.0003534116791796,0.0002,0.9638
2008,GD,0.0004639616379377,-0.0001,0.7926
2008,ENB,0.0009089905073481,0.001,0.7941
2008,MO,0.0015120100658498,0.0003,0.7887
2008,BDX,0.0016273476212471,0.0009,0.5935
2008,MCK,0.0013801335402446,0.0002,0.8389
2008,CL,0.0021652993890624,0.0007,0.7606
2008,NOC,0.0014484656013667,-0.0001,0.7889
2008,SLB,8.944100994016487e-05,-0.0009,1.4003
2008,EOG,0.0013927553859295,0.0013,1.4644
2008,BTI,0.0029356672119047,0.0003,0.8806
2008,AON,0.0020303762110504,0.0005,0.4981
2008,EPD,0.0024655034601389,0.0013,0.6915
2008,RSG,0.0018104731926939,0.0017,0.9168
2008,OXY,0.0001942240909284,0.0021,1.6387
2008,AZO,5.723354164054414e-05,0.0012,0.7423
2008,CPRT,0.0014554293782964,-0.0009,0.6359
2008,TRV,0.0002628825790942,0.0022,1.2743
2008,WELL,0.0010472867648103,0.0009,0.9617
2008,VLO,0.0009629597785528,-0.0009,1.4775
2008,COR,0.0006319627563655,0.0009,0.7167
2008,IDXX,0.0055768972305027,0.0012,0.8835
2008,GWW,0.0002457995638136,0.0009,0.8074
2008,CCI,9.575193278265856e-06,0.0005,1.0405
2008,HUM,0.0035567490668176,-0.0003,0.5602
2008,SRE,8.008343469095142e-05,0.0005,1.1409
2008,WMB,0.0001725710970378,0.0003,1.6048
2008,AEP,0.0001472185966533,0.0006,0.923
2008,MFC,0.0002998776440329,0.0001,0.9745
2008,WCN,0.000701600525662,0.0019,0.9009
2008,WDS,0.0001188194438621,0.0028,1.2554
2008,LHX,0.0010262866250068,0.0003,0.9358
2008,TRP,0.0005004126578039,0.0003,0.794
2008,AME,0.0014566262774562,0.0005,1.0156
2008,YUM,0.0012447751261745,0.0006,0.9282
2008,BCE,0.0047527777544847,-0.0013,0.5022
2008,BIIB,0.0018924063806318,0.0016,0.9888
2008,ACGL,0.0016740266884786,0.0015,0.7634
2008,CCEP,0.0013660971773707,-0.0002,0.8603
2008,ORAN,6.931134225290233e-05,0.0013,1.1086
2008,IMO,0.0017376799619762,0.0011,1.3026
2008,ADM,0.0011966815417541,0.0007,1.1677
2008,MTD,0.0016802288023066,0.0001,0.7225
2008,GIB,0.0050707176949289,0.0002,0.6378
2008,TU,0.0003926917334234,-0.0002,0.6358
2008,CHD,0.0028915995610217,0.0009,0.4852
2008,STE,0.000412277356038,0.0013,0.827
2008,ICLR,0.0055431664359997,0.0009,0.6706
2008,ROL,7.442536593561165e-05,0.0008,1.1198
2008,WRB,0.0011876503935485,0.0022,0.9301
2008,FE,0.0006859320275703,0.0012,1.2059
2008,KOF,0.0006452374561376,0.0019,0.7904
2008,VRSN,0.001048048427912,0.0012,1.2078
2008,IRM,0.0025559237512098,0.0011,0.8633
2008,BAX,0.0005100966600967,0.0011,0.6721
2008,WAT,0.0023729069887775,-0.0001,0.8959
2008,HUBB,0.0016125495952716,0.0001,0.9073
2008,PPL,0.00048637629493,-0.0003,1.0939
2008,BALL,0.0001116380489034,0.0014,0.8413
2008,TYL,0.0003436188678723,0.0015,0.8966
2008,CTRA,0.0001347055599828,0.0014,1.5626
2008,BMRN,0.0018784788267725,0.0017,0.9938
2008,EG,0.0005777758671317,0.0014,0.9743
2008,HRL,0.0011773135371686,-0.0003,0.3455
2008,LII,0.0044568172349746,0.0005,0.7271
2008,MGM,0.0010236752086582,-0.0023,0.6778
2008,TKO,0.0009792811307317,0.0006,0.6079
2008,SJM,0.0035044119308308,0.0012,0.5293
2008,TEVA,0.0040894780019357,0.0009,0.6214
2008,WPC,0.0017670583958981,0.0009,0.7327
2008,LECO,0.002535685274508,0.0011,1.163
2008,TAP,0.0018610693844484,0.0015,0.6765
2008,RVTY,0.0013222471445169,0.0006,0.8431
2008,CNA,3.373079450298222e-05,0.0025,1.2382
2008,RBA,0.0041652090760456,0.001,0.5398
2008,LNT,0.0009972346181284,0.0009,0.941
2008,RNR,0.0031382695969516,0.0008,0.7422
2008,TFX,0.0021657346251205,0.0011,0.8745
2008,GL,0.0002361155615208,0.0009,0.9025
2008,FMS,0.0006139004599542,0.0009,0.9702
2008,EVRG,0.0001653897020791,0.0008,1.0182
2008,RGEN,0.0285127494023854,-0.0001,1.0095
2008,OTEX,0.00175171632485,0.0027,0.6996
2008,TECH,0.0007050824141268,0.0018,0.5891
2008,AFG,7.126990451436572e-05,0.004,1.6441
2008,UTHR,0.0136886092633973,0.0015,0.6393
2008,HSIC,0.0004458993415265,-0.0005,0.8164
2008,TTC,0.0005324025080744,-0.0013,0.5029
2008,SCI,0.0082275936333645,-0.002,0.788
2008,QGEN,0.00027071682814,0.0014,0.8041
2008,BIO,0.002218833424209,-0.0,0.8999
2008,NLY,0.0054687410700641,0.0019,1.0964
2008,TTEK,0.0003747382460266,0.0049,1.2964
2008,APA,0.0006180352025062,0.0007,1.593
2008,ESLT,0.0026531990101958,0.0008,0.6582
2008,CHDN,0.0004073809503844,0.0016,1.1871
2008,CCK,0.0030684142096261,0.0014,1.0927
2008,CHE,0.0063545552573182,0.001,0.8825
2008,BSAC,2.1761802905149896e-06,0.0026,1.315
2008,FIX,8.682959359154798e-05,0.0005,0.9819
2008,GNTX,0.000363639726545,-0.0009,0.8409
2008,BWA,0.0005131433125034,-0.001,0.989
2008,MIDD,0.0015519429741807,-0.0018,0.8883
2008,IEP,0.0141937007088259,-0.0022,1.2573
2008,DSGX,0.0002575509373824,0.0013,0.5399
2008,GPS,0.0013405270589572,-0.0005,1.0451
2008,INGR,0.001965090802335,0.0017,1.0397
2008,XRAY,0.0042326706650516,0.0004,0.7732
2008,SWN,0.0006773361154227,0.0051,2.0778
2008,MHK,0.0017142860238531,-0.0007,0.6511
2008,LSTR,6.822325210764533e-05,0.0005,0.7201
2008,FCN,0.0074947649205336,0.0004,0.4982
2008,FMC,0.0007327199038163,0.0035,1.766
2008,DAR,0.0001060887891626,0.0013,1.5406
2008,RRC,0.0020182984104381,0.0012,1.4281
2008,CBSH,0.0007212949572911,0.0012,0.9539
2008,RLI,0.0007007300535458,0.0014,0.834
2008,ARW,0.0024041351759464,-0.0006,0.841
2008,MUR,0.0011529403179148,0.0004,1.3957
2008,NOVT,0.0015318133064935,-0.0089,0.6206
2008,OPCH,0.0162407246990988,-0.0009,0.134
2008,BOKF,0.000693331040558,0.0009,0.9219
2008,R,3.873600917116639e-05,-0.0003,0.8457
2008,PII,6.637349886070708e-05,-0.0,0.9265
2008,CIGI,0.0045412530302466,-0.002,0.1678
2008,KEX,0.0009300994561661,0.0003,1.0768
2008,UGI,0.0018198307679431,0.0008,1.012
2008,FLO,0.004479449509996,0.0004,0.6743
2008,SPXC,0.0013847035188546,0.0005,1.7098
2008,MMS,0.0039560781501271,0.0006,0.7648
2008,THG,0.0003684273231841,0.0019,1.071
2008,MOG-B,0.0004563450069209,0.0019,0.856
2008,ALKS,0.0006502426708058,0.0017,0.9747
2008,SRCL,0.0059508738134277,0.0008,0.8866
2008,PRGO,0.0093188392400432,0.0022,0.6702
2008,POWI,0.0055971357072045,-0.0002,0.9175
2008,NFG,0.0011065876777268,0.0009,1.2516
2008,RIG,0.0003224011100397,-0.0015,1.2498
2008,MDU,0.0001624518586869,0.0022,1.4447
2008,AVT,0.0010891782354027,0.0004,0.9125
2008,NJR,0.0020186248374817,0.0017,1.0258
2008,HAE,0.0027039040109648,-0.0,0.6649
2008,EXPO,0.0039293111325538,0.0014,1.0018
2008,HP,0.0031297824938186,0.0019,1.5381
2008,RUSHB,0.0024890062072765,-0.0017,0.6716
2008,BGC,0.0051861640593407,-0.0034,1.263
2008,WDFC,0.0003715827846054,-0.0004,0.9221
2008,USM,0.0076214186134415,0.0019,1.1525
2008,NEOG,0.0173746234394716,0.0016,0.6751
2008,KWR,0.0009626333515093,0.0021,1.7451
2008,BKH,0.0019951220903441,0.0006,1.2743
2008,ITRI,0.0018236390834515,0.0026,0.9229
2008,PENN,0.0081603496623876,-0.001,0.5732
2008,CXT,0.0003897538900312,-0.0011,0.9246
2008,CBZ,0.0079471928029316,0.0002,0.7945
2008,SR,0.000331976303318,0.0025,1.0868
2008,NYCB,0.00052195684268,-0.0003,0.9332
2008,DIOD,0.0004104276027911,-0.0012,0.9838
2008,AMED,0.0099031436480465,0.0015,0.9843
2008,AIN,0.0006969217380374,-0.0015,1.1048
2008,AWR,0.0003274063247079,0.0007,1.1015
2008,PLXS,0.0003345877196666,0.001,1.1477
2008,CNMD,0.0007671035524065,0.0011,0.7434
2008,DORM,0.0009937527296636,0.0021,1.7797
2008,ARLP,0.0012913453843915,0.0018,0.8267
2008,ABM,0.0005141225936341,0.0011,1.0964
2008,OI,0.0105801533364257,0.001,1.0418
2008,PZZA,0.0004597180863712,0.0012,0.928
2008,RDNT,0.0114412678773825,-0.0008,1.3823
2008,AKO-B,0.0003542821512958,0.0014,0.3969
2008,ICUI,0.0005129256944743,0.0024,0.6311
2008,STRA,0.0068745535377368,0.0021,0.6128
2008,MGEE,0.0001931360007832,0.0009,0.9227
2008,NHI,0.0001919391016234,0.0016,1.0193
2008,MTX,0.0002119599602961,0.0001,1.2215
2008,CCU,0.002036904751922,0.0011,0.5851
2008,CPK,0.0093379896265998,0.0022,1.1977
2008,MCY,0.0003294736959839,0.0019,1.1161
2008,TDS,0.0009988667533463,0.0014,1.1764
2008,WLY,0.0018562817878092,0.002,1.0359
2008,MYGN,3.917124522926548e-06,0.0037,0.7349
2008,B,0.0001827991444032,-0.0001,1.258
2008,STGW,0.0045334187812008,-0.0028,0.1883
2008,CXW,0.0057905981350313,-0.0008,0.8549
2008,WMK,3.48188846482396e-05,0.0003,0.8102
