ticker,factor,year,coefficient,t-value
MSFT,mkt-rf,2008,1.1491,19.5285
MSFT,smb,2008,-0.3036,-2.6535
MSFT,hml,2008,-0.4967,-3.8051
MSFT,rmw,2008,0.0239,0.0938
MSFT,cma,2008,1.3942,5.242
MSFT,mom,2008,-0.007,-0.0667
MSFT,alpha,2008,-0.0002,-0.1704
MSFT,total_return,2008,-0.4438,1.0
AAPL,mkt-rf,2008,0.9855,10.8835
AAPL,smb,2008,0.1152,0.654
AAPL,hml,2008,-0.2469,-1.2288
AAPL,rmw,2008,-0.7971,-2.035
AAPL,cma,2008,-1.962,-4.7933
AAPL,mom,2008,0.1807,1.1199
AAPL,alpha,2008,-0.0002,-0.1374
AAPL,total_return,2008,-0.5692,1.0
GOOGL,mkt-rf,2008,0.9278,10.3065
GOOGL,smb,2008,-0.1274,-0.7276
GOOGL,hml,2008,-0.4353,-2.1794
GOOGL,rmw,2008,-0.7929,-2.0361
GOOGL,cma,2008,-0.6986,-1.7167
GOOGL,mom,2008,-0.0648,-0.4037
GOOGL,alpha,2008,-0.0002,-0.1264
GOOGL,total_return,2008,-0.5549,1.0
AMZN,mkt-rf,2008,1.1378,11.3361
AMZN,smb,2008,0.1645,0.8429
AMZN,hml,2008,-0.1874,-0.8414
AMZN,rmw,2008,0.3205,0.7383
AMZN,cma,2008,-0.4712,-1.0386
AMZN,mom,2008,-0.2592,-1.4492
AMZN,alpha,2008,0.0002,0.1175
AMZN,total_return,2008,-0.4463,1.0
NVDA,mkt-rf,2008,1.3204,9.5359
NVDA,smb,2008,0.1163,0.432
NVDA,hml,2008,-1.1059,-3.6
NVDA,rmw,2008,-0.921,-1.5377
NVDA,cma,2008,-2.1541,-3.4417
NVDA,mom,2008,-0.2383,-0.9659
NVDA,alpha,2008,-0.0006,-0.2435
NVDA,total_return,2008,-0.7628,1.0
BRK-B,mkt-rf,2008,0.4534,6.7103
BRK-B,smb,2008,-0.0536,-0.4079
BRK-B,hml,2008,-0.3089,-2.0607
BRK-B,rmw,2008,-1.7501,-5.9885
BRK-B,cma,2008,0.0404,0.1324
BRK-B,mom,2008,-0.0447,-0.3716
BRK-B,alpha,2008,0.0011,0.8883
BRK-B,total_return,2008,-0.3215,1.0
LLY,mkt-rf,2008,1.0351,18.4715
LLY,smb,2008,-0.008,-0.0737
LLY,hml,2008,-0.1311,-1.0543
LLY,rmw,2008,-0.3143,-1.2967
LLY,cma,2008,1.4673,5.7925
LLY,mom,2008,0.2629,2.6324
LLY,alpha,2008,0.0008,0.8311
LLY,total_return,2008,-0.2131,1.0
TSM,mkt-rf,2008,1.1218,13.3033
TSM,smb,2008,0.1992,1.2148
TSM,hml,2008,-0.2187,-1.1691
TSM,rmw,2008,0.0402,0.1102
TSM,cma,2008,-0.3572,-0.9371
TSM,mom,2008,-0.0793,-0.5277
TSM,alpha,2008,0.0017,1.1341
TSM,total_return,2008,-0.1643,1.0
NVO,mkt-rf,2008,0.7665,10.1503
NVO,smb,2008,-0.2408,-1.6398
NVO,hml,2008,-0.2626,-1.5676
NVO,rmw,2008,-0.9101,-2.7861
NVO,cma,2008,0.0496,0.1452
NVO,mom,2008,0.2435,1.8098
NVO,alpha,2008,0.0014,1.0455
NVO,total_return,2008,-0.1864,1.0
JPM,mkt-rf,2008,0.937,10.831
JPM,smb,2008,0.2723,1.6183
JPM,hml,2008,2.1255,11.0736
JPM,rmw,2008,0.4663,1.2461
JPM,cma,2008,-0.6225,-1.5919
JPM,mom,2008,-0.2647,-1.7169
JPM,alpha,2008,0.0008,0.5302
JPM,total_return,2008,-0.2512,1.0
UNH,mkt-rf,2008,1.0438,8.3592
UNH,smb,2008,-0.623,-2.5657
UNH,hml,2008,-0.1442,-0.5206
UNH,rmw,2008,-0.2246,-0.4158
UNH,cma,2008,0.0178,0.0315
UNH,mom,2008,-0.2306,-1.0364
UNH,alpha,2008,-0.0,-0.0142
UNH,total_return,2008,-0.5426,1.0
WMT,mkt-rf,2008,0.6977,14.4839
WMT,smb,2008,0.1341,1.4315
WMT,hml,2008,0.0552,0.5164
WMT,rmw,2008,0.4261,2.0449
WMT,cma,2008,1.111,5.1024
WMT,mom,2008,0.003,0.0345
WMT,alpha,2008,0.0014,1.5561
WMT,total_return,2008,0.201,1.0
MA,mkt-rf,2008,0.9257,9.7579
MA,smb,2008,-0.1402,-0.76
MA,hml,2008,0.0,0.0
MA,rmw,2008,-0.378,-0.9212
MA,cma,2008,-0.7669,-1.7885
MA,mom,2008,-0.287,-1.6976
MA,alpha,2008,0.0012,0.705
MA,total_return,2008,-0.3342,1.0
XOM,mkt-rf,2008,1.3208,28.4538
XOM,smb,2008,-0.6128,-6.7888
XOM,hml,2008,0.0056,0.0548
XOM,rmw,2008,1.0359,5.1591
XOM,cma,2008,0.09,0.4287
XOM,mom,2008,0.4682,5.6601
XOM,alpha,2008,0.0008,0.9531
XOM,total_return,2008,-0.1304,1.0
JNJ,mkt-rf,2008,0.7466,20.8284
JNJ,smb,2008,-0.2433,-3.49
JNJ,hml,2008,-0.0547,-0.6884
JNJ,rmw,2008,-0.0763,-0.492
JNJ,cma,2008,1.102,6.8015
JNJ,mom,2008,0.2136,3.3437
JNJ,alpha,2008,0.0007,1.1544
JNJ,total_return,2008,-0.0773,1.0
PG,mkt-rf,2008,0.7627,21.1529
PG,smb,2008,-0.2108,-3.0067
PG,hml,2008,0.1308,1.6347
PG,rmw,2008,0.1786,1.1449
PG,cma,2008,1.233,7.5653
PG,mom,2008,0.2404,3.742
PG,alpha,2008,0.0002,0.2858
PG,total_return,2008,-0.1383,1.0
ASML,mkt-rf,2008,1.1156,12.879
ASML,smb,2008,-0.088,-0.5224
ASML,hml,2008,-0.3759,-1.956
ASML,rmw,2008,0.1143,0.305
ASML,cma,2008,-0.2878,-0.735
ASML,mom,2008,-0.0578,-0.3742
ASML,alpha,2008,0.0003,0.2065
ASML,total_return,2008,-0.414,1.0
HD,mkt-rf,2008,0.7585,12.462
HD,smb,2008,0.2634,2.2255
HD,hml,2008,-0.0314,-0.2327
HD,rmw,2008,1.06,4.026
HD,cma,2008,0.9649,3.5071
HD,mom,2008,-0.877,-8.0855
HD,alpha,2008,0.0006,0.5848
HD,total_return,2008,-0.1142,1.0
MRK,mkt-rf,2008,1.1249,14.6179
MRK,smb,2008,-0.1372,-0.9166
MRK,hml,2008,-0.1889,-1.1065
MRK,rmw,2008,-0.6204,-1.864
MRK,cma,2008,1.1308,3.2512
MRK,mom,2008,0.4176,3.0453
MRK,alpha,2008,-0.0001,-0.0379
MRK,total_return,2008,-0.453,1.0
ORCL,mkt-rf,2008,1.0881,17.4283
ORCL,smb,2008,-0.0215,-0.1768
ORCL,hml,2008,-0.3901,-2.8166
ORCL,rmw,2008,-0.2957,-1.095
ORCL,cma,2008,0.0965,0.3419
ORCL,mom,2008,0.0488,0.4389
ORCL,alpha,2008,0.0015,1.297
ORCL,total_return,2008,-0.2148,1.0
COST,mkt-rf,2008,0.7603,12.16
COST,smb,2008,0.2957,2.4322
COST,hml,2008,0.0098,0.0704
COST,rmw,2008,0.5284,1.9538
COST,cma,2008,0.7671,2.7144
COST,mom,2008,-0.0896,-0.8038
COST,alpha,2008,-0.0002,-0.2116
COST,total_return,2008,-0.2399,1.0
CVX,mkt-rf,2008,1.3627,27.5628
CVX,smb,2008,-0.7914,-8.2315
CVX,hml,2008,-0.1048,-0.9559
CVX,rmw,2008,0.6744,3.1536
CVX,cma,2008,-0.5995,-2.6824
CVX,mom,2008,0.4268,4.8449
CVX,alpha,2008,0.0012,1.3759
CVX,total_return,2008,-0.1831,1.0
CRM,mkt-rf,2008,1.1881,10.2947
CRM,smb,2008,0.4991,2.2238
CRM,hml,2008,-0.3693,-1.4423
CRM,rmw,2008,0.3218,0.6447
CRM,cma,2008,-1.1753,-2.253
CRM,mom,2008,-0.2909,-1.4146
CRM,alpha,2008,0.0003,0.1352
CRM,total_return,2008,-0.4893,1.0
ADBE,mkt-rf,2008,1.1819,16.5541
ADBE,smb,2008,-0.02,-0.1439
ADBE,hml,2008,-0.6952,-4.3893
ADBE,rmw,2008,-0.8324,-2.6955
ADBE,cma,2008,0.1567,0.4857
ADBE,mom,2008,-0.1407,-1.1056
ADBE,alpha,2008,0.0007,0.5088
ADBE,total_return,2008,-0.5016,1.0
TM,mkt-rf,2008,1.0029,14.8801
TM,smb,2008,-0.2808,-2.1424
TM,hml,2008,-0.3116,-2.0839
TM,rmw,2008,0.4583,1.572
TM,cma,2008,-0.2301,-0.7552
TM,mom,2008,-0.1914,-1.5936
TM,alpha,2008,0.0001,0.0904
TM,total_return,2008,-0.3661,1.0
AMD,mkt-rf,2008,0.9107,5.9752
AMD,smb,2008,0.5246,1.7699
AMD,hml,2008,-0.9892,-2.9254
AMD,rmw,2008,-1.3523,-2.0512
AMD,cma,2008,-0.8892,-1.2907
AMD,mom,2008,-0.8689,-3.1993
AMD,alpha,2008,0.0,0.0128
AMD,total_return,2008,-0.7119,1.0
BAC,mkt-rf,2008,0.9868,12.4459
BAC,smb,2008,-0.518,-3.3599
BAC,hml,2008,2.4169,13.7399
BAC,rmw,2008,0.3148,0.9179
BAC,cma,2008,-1.6353,-4.5629
BAC,mom,2008,-0.6405,-4.5337
BAC,alpha,2008,-0.0007,-0.4657
BAC,total_return,2008,-0.6307,1.0
KO,mkt-rf,2008,0.7662,13.6663
KO,smb,2008,-0.073,-0.6693
KO,hml,2008,-0.2345,-1.8855
KO,rmw,2008,-0.2023,-0.8342
KO,cma,2008,1.2433,4.9062
KO,mom,2008,0.1279,1.2802
KO,alpha,2008,0.0003,0.2504
KO,total_return,2008,-0.2403,1.0
NFLX,mkt-rf,2008,0.9503,7.6574
NFLX,smb,2008,0.8363,3.4652
NFLX,hml,2008,-0.6432,-2.3361
NFLX,rmw,2008,-0.3179,-0.5923
NFLX,cma,2008,0.4152,0.7402
NFLX,mom,2008,-0.403,-1.8223
NFLX,alpha,2008,0.0033,1.4886
NFLX,total_return,2008,0.1236,1.0
PEP,mkt-rf,2008,0.7085,15.1643
PEP,smb,2008,0.0517,0.5689
PEP,hml,2008,-0.3609,-3.4818
PEP,rmw,2008,0.0383,0.1896
PEP,cma,2008,0.9912,4.6933
PEP,mom,2008,0.019,0.2287
PEP,alpha,2008,-0.0001,-0.0788
PEP,total_return,2008,-0.2595,1.0
ACN,mkt-rf,2008,0.8056,12.7603
ACN,smb,2008,-0.0561,-0.4572
ACN,hml,2008,-0.6659,-4.7543
ACN,rmw,2008,-0.8718,-3.1925
ACN,cma,2008,-0.2509,-0.8792
ACN,mom,2008,-0.1689,-1.501
ACN,alpha,2008,0.0024,2.0896
ACN,total_return,2008,-0.0752,1.0
TMO,mkt-rf,2008,0.9388,13.6542
TMO,smb,2008,0.208,1.5553
TMO,hml,2008,-0.5774,-3.7853
TMO,rmw,2008,-0.7741,-2.6027
TMO,cma,2008,-0.2603,-0.8375
TMO,mom,2008,-0.0864,-0.7049
TMO,alpha,2008,0.0007,0.5524
TMO,total_return,2008,-0.4093,1.0
SAP,mkt-rf,2008,0.9778,14.1765
SAP,smb,2008,0.0585,0.4359
SAP,hml,2008,-0.3702,-2.4196
SAP,rmw,2008,-0.3789,-1.27
SAP,cma,2008,-0.5385,-1.7272
SAP,mom,2008,0.0302,0.2458
SAP,alpha,2008,0.0011,0.8976
SAP,total_return,2008,-0.2805,1.0
NVS,mkt-rf,2008,0.6928,11.5677
NVS,smb,2008,-0.2962,-2.5433
NVS,hml,2008,0.0084,0.0633
NVS,rmw,2008,-0.2488,-0.9602
NVS,cma,2008,0.8027,2.965
NVS,mom,2008,0.3156,2.9571
NVS,alpha,2008,0.0009,0.8701
NVS,total_return,2008,-0.0566,1.0
MCD,mkt-rf,2008,0.7196,14.0405
MCD,smb,2008,0.0514,0.5155
MCD,hml,2008,0.0581,0.5112
MCD,rmw,2008,0.2274,1.0255
MCD,cma,2008,0.867,3.7427
MCD,mom,2008,0.1026,1.1231
MCD,alpha,2008,0.0012,1.2567
MCD,total_return,2008,0.0866,1.0
AZN,mkt-rf,2008,0.803,11.6678
AZN,smb,2008,-0.0494,-0.3694
AZN,hml,2008,-0.1565,-1.0247
AZN,rmw,2008,-0.5255,-1.7651
AZN,cma,2008,0.3893,1.2512
AZN,mom,2008,0.0898,0.7324
AZN,alpha,2008,0.0019,1.5578
AZN,total_return,2008,0.0009,1.0
SHEL,mkt-rf,2008,1.2417,18.4579
SHEL,smb,2008,-0.6852,-5.2377
SHEL,hml,2008,-0.3373,-2.2597
SHEL,rmw,2008,0.0368,0.1263
SHEL,cma,2008,-0.8482,-2.7894
